Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
^i	i	ia, imʷa	Venentautealpalak, Sragaavavanvae, Ctlsungwadogarata, Nmwerlap, Nsungwadiatasmaor, Nsungwadiauta, Ctlsungwadagarongnawo, Nsungwadianaone, Ctlsungwadangota, Nsungwadianaumumu, Wwalaha, Ssungagageasanvari, Ctltawetnarovorovo, Ssungagageavanbatai, Ctlnalembanasawa, Sxalangibaetora, Ctletawetnaviso, Nhavailombaha, Ctlsungwadolagwaranuta, Ctlsungwadagalalaundi, Ctlnalembanarovorovo, Ssungagageavavanvae, Slolovele, Nleonda, Bislama1, Nleovandue, Evuindondo, Sbiribiri, Ssakao, Elolovoli, Esanasolokave	100	U+005e U+0069
ŋ	ŋ	raŋa, ᵑɡʷaŋo	Nsungwadianaumumu, Ssakao, Slolovele, Nhavailombaha, Elolovoli, Evuindondo, Wwalaha, Nleovandue, Esanasolokave, Nleonda, Sbiribiri	100	U+014b
^t	t	tureɣi, turu	Nleonda, Nhavailombaha, Nleovandue, Bislama1, Bislama2, Wwalaha	100	U+005e U+0074
u$	u	ɸulu, turu	Nleonda, Nhavailombaha, Bislama2, Bislama1, Nleovandue	100	U+0075 U+0024
l$	l	fol, saŋaβul	Elolovoli, Esanasolokave, Nmwerlap, Sbiribiri, Ctlsungwadolagwaranuta, Slolovele, Evuindondo, Ctlsungwadogarata, Bislama2, Bislama1, Ctlsungwadagalalaundi, Nsungwadianaumumu, Nsungwadiauta	100	U+006c U+0024
s$	s	tas, mas	Nmwerlap, Ctletawetnaviso, Sbiribiri, Bislama2, Ctlsungwadogarata, Bislama1, Ctlsungwadolagwaranuta, Ctlnalembanarovorovo, Elolovoli, Esanasolokave, Slolovele, Evuindondo, Ctlsungwadagarongnawo, Nsungwadianaone, Ctlsungwadagalalaundi	100	U+0073 U+0024
^l	l	loⁿdo, laᵐbe	Elolovoli, Nleovandue, Nleonda, Bislama2, Bislama1, Evuindondo, Nhavailombaha, Wwalaha, Esanasolokave	100	U+005e U+006c
b	b	laᵐbe, ᵐboᵐbore	Nhavailombaha, Wwalaha, Nleonda, Ssakao, Evuindondo, Nleovandue, Elolovoli, Slolovele, Esanasolokave, Bislama2, Bislama1, Sbiribiri, Nsungwadianaumumu, Nsungwadiatasmaor, Nmwerlap	100	U+0062
_	+	nok taiŋʷa, wantɛm slip	Nsungwadiatasmaor, Nmwerlap, Bislama2, Nsungwadiauta, Evuindondo, Bislama1, Nsungwadianaumumu, Elolovoli, Wwalaha, Nhavailombaha, Nleovandue, Ssakao, Nleonda, Esanasolokave, Slolovele, Sbiribiri	100	U+005f
r$	r	matur, ⁿdar	Nmwerlap, Esanasolokave, Ctlnalembanasawa, Ctlnalembanarovorovo, Ctltawetnarovorovo, Ctletawetnaviso, Venentautealpalak, Venentautebenenavet, Ctlsungwadogarata, Venentautebenmara, Evuindondo, Sbiribiri, Ctlsungwadolagwaranuta, Elolovoli, Slolovele, Ctlsungwadagalalaundi	100	U+0072 U+0024
t$	t	ɸat, liβat	Bislama2, Bislama1, Nmwerlap, Sbiribiri, Elolovoli, Slolovele, Ctlsungwadogarata, Esanasolokave, Evuindondo, Nsungwadianaumumu, Ctlsungwadolagwaranuta, Ctletawetnaviso, Ctlnalembanarovorovo, Nsungwadianaone, Nsungwadiauta, Ctlsungwadagalalaundi, Nsungwadiatasmaor	100	U+0074 U+0024
o$	o	niᵑɡo, maeto	Nhavailombaha, Nleovandue, Nleonda, Wwalaha, Bislama2, Bislama1	100	U+006f U+0024
^k	k	kat, kariβi	Wwalaha, Nhavailombaha, Nleovandue, Bislama2, Bislama1, Nleonda	100	U+005e U+006b
^s	s	soi, siloti	Bislama2, Bislama1, Nleonda, Nhavailombaha, Esanasolokave, Elolovoli, Evuindondo, Nleovandue, Wwalaha	100	U+005e U+0073
m$	m	nam, mam	Bislama2, Bislama1, Nmwerlap, Sbiribiri, Esanasolokave, Nleovandue, Evuindondo, Slolovele, Nleonda, Elolovoli, Nsungwadiatasmaor	100	U+006d U+0024
k$	k	takak, lɛk	Elolovoli, Sbiribiri, Bislama1, Evuindondo, Bislama2, Slolovele, Esanasolokave, Nmwerlap, Wwalaha, Ctlsungwadagarongnawo, Ctlsungwadogarata	100	U+006b U+0024
^a	a	aβi, asa	Sragaavavanvae, Wwalaha, Nsungwadianaone, Bislama1, Evuindondo, Ssakao, Elolovoli, Ctlsungwadangota, Ctlsungwadagalalaundi, Nsungwadianaumumu, Nsungwadiauta, Nleonda, Nleovandue, Nhavailombaha, Bislama2, Slolovele, Ctlsungwadagarongnawo, Nsungwadiatasmaor, Sxalangibaetora, Ssungagageavavanvae, Ctletawetnaviso, Nmwerlap, Sbiribiri, Ctlsungwadolagwaranuta, Esanasolokave, Ctlsungwadogarata	100	U+005e U+0061
k	k	rauki, dakbus	Wwalaha, Ssakao, Bislama1, Evuindondo, Bislama2, Elolovoli, Esanasolokave, Nleovandue	100	U+006b
^x	x	xoari, xaxaru	Nleonda, Nhavailombaha, Nsungwadianaumumu, Nsungwadiauta, Nsungwadiatasmaor, Nleovandue, Nmwerlap	100	U+005e U+0078
ŋ$	ŋ	taelaŋ, ᵐbʷoŋ	Nmwerlap, Sbiribiri, Esanasolokave, Ctlnalembanasawa, Ctlnalembanarovorovo, Evuindondo, Slolovele, Bislama2, Ctltawetnarovorovo, Wwalaha, Ctlsungwadagalalaundi, Ctletawetnaviso, Bislama1, Elolovoli, Ctlsungwadolagwaranuta, Ctlsungwadogarata, Nleonda, Ssakao	100	U+014b U+0024
^r	r	riβu, raŋa	Slolovele, Bislama2, Wwalaha, Esanasolokave, Evuindondo, Nleovandue, Ssakao, Nhavailombaha, Bislama1, Elolovoli, Nleonda, Sbiribiri	100	U+005e U+0072
w	w	mawiri, mantawa	Nsungwadiatasmaor, Nsungwadiauta, Nmwerlap, Nsungwadianaumumu, Nleonda, Evuindondo, Nleovandue, Nhavailombaha, Elolovoli, Bislama2, Ssakao, Bislama1, Esanasolokave, Slolovele	100	U+0077
^ᵐb	ⁿb	ᵐbalu, ᵐboᵐbore	Nleovandue, Nleonda, Elolovoli, Slolovele, Nsungwadianaumumu, Ssakao, Nhavailombaha, Wwalaha, Evuindondo, Sbiribiri, Esanasolokave, Nmwerlap, Nsungwadiauta, Nsungwadiatasmaor	100	U+005e U+1d50 U+0062
ə	ə	nə-max, i-vərəndaui	Ctlnalembanasawa, Venentautealpalak, Venentautebenmara, Venentauteunmet, Venentautebenenavet, Sbiribiri, Bislama1, Bislama2, Ssakao, Elolovoli, Esanasolokave, Evuindondo, Ctlnalembanarovorovo	100	U+0259
p	p	lipax, -xapr	Venentauteunmet, Venentautebenmara, Venentautealpalak, Venentautehamax, Espiegelsbaysolwota, Venentautebenenavet, Bislama2, Bislama1, Espiegelsbaylitebral, Ctlnalembanarovorovo	100	U+0070
β	β	riβu, aβi	Nleovandue, Nhavailombaha, Evuindondo, Nleonda, Esanasolokave, Wwalaha, Ssakao, Bislama1, Elolovoli	100	U+03b2
x$	x	nə-max, lipax	Ctletawetnaviso, Ctlsungwadolagwaranuta, Espiegelsbaysolwota, Venentautebenmara, Espiegelsbaylitebral, Venentauteunmet, Espiegelsbayunspecified, Maluabaycoast, Venentautealpalak, Ctltawetnarovorovo, Venentautehamax, Venentautebenenavet, Ctlsungwadagalalaundi, Ctlnalembanarovorovo, Ctlnalembanasawa, Ssungagageavavanvae, Ctlsungwadagarongnawo, Nsungwadianaumumu, Ctlsungwadogarata	100	U+0078 U+0024
d	d	loⁿdo, ⁿdoⁿdo	Nhavailombaha, Bislama1, Nleovandue, Nleonda, Bislama2, Elolovoli, Evuindondo, Ssakao, Esanasolokave, Slolovele, Wwalaha, Sbiribiri	100	U+0064
^h	h	huhu, hui	Bislama2, Wwalaha, Nleonda, Nhavailombaha, Evuindondo, Nleovandue, Bislama1, Elolovoli	100	U+005e U+0068
^ⁿd	ⁿd	ⁿdai, ⁿdoⁿdo	Nsungwadiauta, Nmwerlap, Nsungwadianaone, Slolovele, Nleovandue, Nsungwadianaumumu, Nsungwadiatasmaor, Nhavailombaha, Sbiribiri, Esanasolokave, Nleonda, Ssakao, Elolovoli, Wwalaha, Evuindondo, Ctlsungwadagarongnawo	100	U+005e U+207f U+0064
^w	w	wiriu, wai	Bislama2, Bislama1, Nleovandue, Nsungwadianaumumu, Nleonda, Nsungwadiatasmaor, Elolovoli, Nhavailombaha, Evuindondo, Esanasolokave, Sbiribiri, Nmwerlap	100	U+005e U+0077
h	h	huhu, mamaha	Wwalaha, Ssakao, Nleonda, Nleovandue, Nhavailombaha, Elolovoli, Evuindondo, Ctltawetnarovorovo, Ctlnalembanarovorovo, Ctlsungwadogarata, Ctlsungwadagarongnawo, Bislama1	100	U+0068
x	x	xaxaru, xaxani	Ctlsungwadangota, Nsungwadianaumumu, Ctlsungwadagalalaundi, Nleonda, Ctlnalembanarovorovo, Nsungwadiatasmaor, Ctlsungwadolagwaranuta, Ctlsungwadagarongnawo, Nleovandue, Nsungwadiauta, Ctletawetnaviso, Ctlsungwadogarata, Nhavailombaha, Nsungwadianaone	100	U+0078
ɛ$	ɛ	niɛ, soɛ	Vaobeetehul, Esanasolokave, Ssakao, Nmwerlap, Sbiribiri, Slolovele, Espiegelsbaysolwota, Espiegelsbaylitebral, Ctlsungwadangota, Ctlnalembanasawa, Ctlnalembanarovorovo, Ssungagageavavanvae, Wwalaha, Espiegelsbayunspecified, Maluabaytiptir, Maluabaypetarmul, Bislama2, Sxalangibaetora, Ctletawetnaviso, Nesetanmial, Nleonda, Najittanmial, Nleovandue, Maluabaycoast, Ssungagageavanbatai, Nsungwadianaumumu	100	U+025b U+0024
^ᵑg	ⁿg	ᵑgunsi-n, ᵑgam	Larevatmosox, Neveeicoast, Larevatfwishile, Neveeivinmavis1, Larevatlarevat, Nasarianngava, Neveeivinmavis2, Novolbangir, Ranopotora, Uripivtautuvillage, Uripivtautu, Uripivdurpif, Walapetreros, Espiegelsbayunspecified, Uripivpotnambe, Espiegelsbaysolwota, Ranochinambong, Maluabaycoast, Novoltavendrua, Espiegelsbaylitebral, Novoldixonreef, Nasarianwileven, Walaworprev, Walabotku, Ranotwalung, Maluabaypetarmul, Walapreng, Maluabaymarasup, Najittanmial, Maluabaytiptir, Ctlnalembanarovorovo, Tiraxorap	100	U+005e U+1d51 U+0067
ɾ	ɾ	-matuɾ poɾpoɾo, mʷi-taɾa	Maluabaypetarmul, Ranochinambong, Maluabaytiptir, Maluabaymarasup, Espiegelsbaylitebral, Espiegelsbaysolwota, Atchinsmallisland, Ranopotora, Sragaavavanvae, Nesesanboise, Najittanmial, Nesetanmial, Maluabaycoast, Nsungwadianaone, Vaopeteri, Walapreng, Tiraxbakru, Tiraxbotmelesnial, Walapetreros, Vaobeetehul, Ranotwalung	100	U+027e
ʊ	ʊ	-kʊt͡skʊt͡s, -mʊtmʊt	Nmwerlap, Maluabaycoast, Tiraxbakru, Espiegelsbaylitebral, Maluabaytiptir, Bislama2, Atchinorap, Espiegelsbayunspecified, Nesetanmial, Maluabaymarasup, Najittanmial, Bislama1, Espiegelsbaysolwota, Ssakao, Maluabaypetarmul, Ssungagageavavanvae, Slolovele, Venentautebenmara, Nesesanboise, Vaotorono, Nsungwadianaone, Vaopeteri, Elolovoli, Esanasolokave, Ctlsungwadangota, Ssungagageavanbatai, Tiraxorap	100	U+028a
^f	f	fulu, fatu	Elolovoli, Wwalaha, Ssakao, Esanasolokave, Bislama1, Bislama2, Nleonda, Slolovele, Evuindondo, Nleovandue	100	U+005e U+0066
ᵐb	ⁿb	na-ᵐbɛ-n, ɣɛ-ᵐbʉt	Walaworprev, Wowowowo, Wowolesarmalas, Alavaswowo, Vaotorono, Vaopeteri, Nesesanboise, Nesetanmial, Vaobeetehul, Vaocanada, Uripivpotnambe, Atchinsmallisland, Ranopotora, Tiraxbethel, Uripivtautu, Uripivdurpif, Tiraxbakru, Tiraxbotmelesnial, Ranochinambong, Maluabaycoast, Ranotwalung, Atchinorap, Uripivtautuvillage, Najittanmial, Elolovoli, Tiraxolamb, Tiraxorap, Walapreng	100	U+1d50 U+0062
g	g	mi-t͡sige, ti-gan	Novolbangir, Tiraxbotmelesnial, Nasarianwileven, Wowolesarmalas, Novoltavendrua, Alavasalavas, Novoldixonreef, Bislama2, Alavaswowo, Walapetreros, Neveeicoast, Vaotorono, Vaopeteri, Tiraxbethel, Atchinorap, Vaocanada, Wowowowo, Tiraxbakru, Vaobeetehul, Ssungagageasanvari, Espiegelsbayunspecified, Walapreng, Ranopotora, Uripivtautuvillage, Nesetanmial, Maluabaymarasup, Ctlsungwadagarongnawo, Uripivtautu, Espiegelsbaysolwota, Ranochinambong, Evuindondo, Espiegelsbaylitebral, Ctlsungwadolagwaranuta, Neveeivinmavis1, Walabotku, Ranotwalung, Larevatmosox	100	U+0067
^mʷ	mʷ	mʷaso, mʷera	Sxalangibaetora, Ctletawetnaviso, Ctltawetnarovorovo, Ctlnalembanarovorovo, Ctlnalembanasawa, Ctlsungwadogarata, Elolovoli, Evuindondo, Nmwerlap, Ctlsungwadagalalaundi, Sragaavavanvae, Nleonda, Esanasolokave, Nsungwadiatasmaor, Slolovele, Ctlsungwadagarongnawo, Nhavailombaha, Nsungwadianaone, Sbiribiri, Ctlsungwadolagwaranuta, Ssakao, Ctlsungwadangota, Nsungwadianaumumu	100	U+005e U+006d U+02b7
p$	p	-ruprup, -rup	Bislama2, Bislama1, Najittanmial, Espiegelsbayunspecified, Venentauteunmet, Maluabaymarasup, Espiegelsbaysolwota, Espiegelsbaylitebral, Maluabaytiptir, Maluabaypetarmul, Maluabaycoast, Walaworprev, Atchinsmallisland, Ranopotora, Venentautebenmara, Uripivdurpif, Tiraxbakru, Walabotku, Ranotwalung, Tiraxbethel, Atchinorap, Uripivtautu, Nesesanboise, Walapetreros, Ranochinambong, Elolovoli, Venentautealpalak, Ctlnalembanarovorovo, Tiraxolamb, Walapreng	100	U+0070 U+0024
^p	p	-pas, pipe su-k	Atchinorap, Venentautebenmara, Venentauteunmet, Venentautealpalak, Bislama2, Bislama1, Atchinsmallisland, Najittanmial, Espiegelsbayunspecified, Espiegelsbaysolwota, Maluabaycoast, Espiegelsbaylitebral, Vaobeetehul, Venentautehamax, Venentautebenenavet, Maluabaymarasup, Vaotorono, Maluabaypetarmul, Maluabaytiptir	100	U+005e U+0070
^v	v	-vat, -vial	Vaocanada, Nesetanmial, Venentauteunmet, Tiraxbotmelesnial, Espiegelsbaysolwota, Espiegelsbaylitebral, Wwalaha, Najittanmial, Maluabaycoast, Maluabaymarasup, Nesesanboise, Vaotorono, Vaopeteri, Tiraxmae, Vaobeetehul, Espiegelsbayunspecified, Venentautehamax, Venentautebenenavet, Maluabaytiptir, Maluabaypetarmul, Venentautealpalak, Ctlnalembanasawa, Venentautebenmara, Ssungagageasanvari	100	U+005e U+0076
^ɛ	ɛ	ɛ-siu, ɛ-lim	Uripivtautu, Uripivdurpif, Uripivtautuvillage, Walapetreros, Ranotwalung, Bislama1, Ranochinambong, Walabotku, Walapreng, Atchinorap, Atchinsmallisland, Nesetanmial, Esanasolokave, Ranopotora, Ssungagageavavanvae, Maluabaymarasup, Venentautebenmara, Nmwerlap, Venentautehamax, Sbiribiri, Venentautebenenavet, Walaworprev, Ctlsungwadangota, Ssungagageavanbatai, Nsungwadianaumumu	100	U+005e U+025b
æ	æ	læŋ, tæs	Esanasolokave, Slolovele, Sbiribiri, Walaworprev, Venentautebenmara, Espiegelsbaysolwota, Novoltavendrua, Novoldixonreef, Neveeivinmavis2, Espiegelsbaylitebral, Ctlnalembanasawa, Wwalaha, Nesetanmial, Walapetreros, Nmwerlap, Maluabaycoast, Neveeivinmavis1, Maluabaytiptir, Nsungwadiatasmaor, Ssakao, Larevatmosox	100	U+00e6
ʧ	tʃ	-rɛʧarɛʧi, -ʧuʧi	Walapreng, Ranopotora, Walapetreros, Atchinorap, Walabotku, Atchinsmallisland, Uripivtautuvillage, Ranochinambong, Nesesanboise, Ranotwalung, Nesetanmial, Najittanmial, Maluabaypetarmul, Bislama2, Tiraxbotmelesnial, Bislama1, Espiegelsbayunspecified, Maluabaycoast, Espiegelsbaylitebral, Walaworprev, Maluabaytiptir	100	U+02a7
ɔ	ɔ	o-mɔtmɔt, o-wɔn	Bislama2, Bislama1, Uripivtautuvillage, Uripivdurpif, Nmwerlap, Espiegelsbayunspecified, Uripivpotnambe, Espiegelsbaylitebral, Maluabaymarasup, Uripivtautu, Walapetreros, Maluabaytiptir, Esanasolokave, Najittanmial, Ranochinambong, Sbiribiri, Walabotku, Ranopotora, Ctlnalembanasawa, Tiraxbethel, Atchinorap, Slolovele, Vaocanada, Venentautebenmara, Espiegelsbaysolwota, Vaotorono, Vaopeteri, Ranotwalung, Maluabaypetarmul, Walapreng	100	U+0254
ɔ$	ɔ	niɔ, nɔ	Uripivtautuvillage, Nmwerlap, Nesetanmial, Uripivtautu, Nesesanboise, Maluabaytiptir, Vaocanada, Espiegelsbayunspecified, Vaopeteri, Walabotku, Atchinsmallisland, Bislama1, Maluabaycoast, Maluabaypetarmul, Walapreng, Ranopotora, Tiraxbethel, Atchinorap, Walapetreros, Ranochinambong, Ssakao, Bislama2, Wwalaha, Maluabaymarasup, Najittanmial, Tiraxmae, Espiegelsbaysolwota, Vaotorono, Evuindondo, Espiegelsbaylitebral, Sbiribiri, Ranotwalung, Esanasolokave, Venentautealpalak, Tiraxorap	100	U+0254 U+0024
^ɸ	ɸ	ɸulu, ɸeβe	Nhavailombaha, Evuindondo, Nleovandue, Nleonda, Nmwerlap, Nsungwadiatasmaor, Nsungwadiauta, Ssakao, Esanasolokave, Wwalaha, Slolovele	100	U+005e U+0278
mʷ	mʷ	imʷa, samʷale	Sragaavavanvae, Neveeicoast, Ctlnalembanarovorovo, Ctlnalembanasawa, Espiegelsbayunspecified, Ctltawetnarovorovo, Maluabaytiptir, Ssungagageavanbatai, Ctlsungwadogarata, Ranopotora, Ctletawetnaviso, Walapetreros, Ranochinambong, Espiegelsbaylitebral, Walaworprev, Atchinsmallisland, Atchinorap, Uripivtautuvillage, Sxalangibaetora, Uripivtautu, Ssungagageasanvari, Espiegelsbaysolwota, Ctlsungwadolagwaranuta, Venentautealpalak, Ssungagageavavanvae, Maluabaymarasup, Nleonda, Najittanmial, Uripivdurpif, Tiraxbakru, Wowowowo, Alavaswowo, Nesesanboise, Wowolesarmalas, Uripivpotnambe, Larevatlarevat, Maluabaycoast, Nhavailombaha, Nsungwadianaone, Evuindondo, Alavasalavas, Neveeivinmavis1, Maluabaypetarmul, Walapreng	100	U+006d U+02b7
^ŋ	ŋ	ŋara, ŋovsɛŋavil	Nleonda, Nleovandue, Nhavailombaha, Evuindondo, Najittanmial, Espiegelsbaysolwota, Espiegelsbaylitebral, Ssungagageavavanvae, Ssakao, Ssungagageavanbatai, Nsungwadianaone, Maluabaytiptir, Maluabaypetarmul, Tiraxolamb, Tiraxbethel, Slolovele, Nesetanmial, Tiraxmae, Nmwerlap, Sbiribiri, Elolovoli, Esanasolokave, Ctlsungwadangota, Ctlnalembanasawa, Wwalaha, Nsungwadiauta, Sxalangibaetora, Ctletawetnaviso, Ctlsungwadagarongnawo, Sragaavavanvae, Tiraxbotmelesnial, Ssungagageasanvari, Ctltawetnarovorovo, Ctlsungwadolagwaranuta, Nsungwadiatasmaor, Ctlnalembanarovorovo, Nsungwadianaumumu, Ctlsungwadogarata	100	U+005e U+014b
^o	o	one, olo	Vaotorono, Vaopeteri, Evuindondo, Walabotku, Bislama1, Nsungwadiatasmaor, Atchinsmallisland, Ssungagageavavanvae, Nsungwadiauta, Ctlsungwadagarongnawo, Nleovandue, Nsungwadianaone, Ctlsungwadolagwaranuta, Elolovoli, Ctlsungwadangota, Ctlsungwadagalalaundi, Nsungwadianaumumu, Bislama2, Slolovele, Ctletawetnaviso, Sragaavavanvae, Nleonda, Nmwerlap, Nhavailombaha, Ssakao, Venentauteunmet, Atchinorap, Wwalaha, Sxalangibaetora, Maluabaymarasup, Ssungagageasanvari, Espiegelsbaysolwota, Maluabaycoast, Ctltawetnarovorovo, Espiegelsbaylitebral, Sbiribiri, Esanasolokave, Ssungagageavanbatai, Ctlsungwadogarata	100	U+005e U+006f
^u	u	usa, uβi	Ctltawetnarovorovo, Ctlsungwadagarongnawo, Ctlsungwadolagwaranuta, Ctlsungwadagalalaundi, Ctlsungwadogarata, Ctlnalembanasawa, Ctletawetnaviso, Ctlsungwadangota, Sragaavavanvae, Nsungwadiatasmaor, Ctlnalembanarovorovo, Nsungwadiauta, Nleonda, Nsungwadianaone, Nsungwadianaumumu, Ssungagageavavanvae, Ssungagageasanvari, Nleovandue, Espiegelsbaysolwota, Nhavailombaha, Venentautealpalak, Wwalaha, Sxalangibaetora, Maluabaymarasup, Venentautebenmara, Nesesanboise, Espiegelsbayunspecified, Venentautehamax, Maluabaycoast, Evuindondo, Sbiribiri, Venentautebenenavet, Maluabaytiptir, Ssakao, Elolovoli, Ssungagageavanbatai, Maluabaypetarmul	100	U+005e U+0075
ʉ	ʉ	na-vʉl, a-vʉt͡s	Walabotku, Atchinsmallisland, Walapreng, Atchinorap, Uripivpotnambe, Nahavaqbanour, Walapetreros, Ranotwalung, Ranopotora, Uripivdurpif, Ranochinambong, Vaotorono, Vaocanada, Neveeivinmavis2, Nmwerlap, Angavaedixonreef, Vaopeteri, Tiraxbakru, Vaobeetehul, Novoldixonreef, Neveeivinmavis1, Walaworprev, Maluabaytiptir, Nasarianwileven	100	U+0289
^ɣ	ɣ	ɣaɣe, -ɣoɛn	Espiegelsbaylitebral, Vaobeetehul, Vaocanada, Nmwerlap, Maluabaycoast, Nesetanmial, Espiegelsbaysolwota, Maluabaytiptir, Vaopeteri, Najittanmial, Nhavailombaha, Espiegelsbayunspecified, Maluabaymarasup, Maluabaypetarmul, Venentauteunmet, Nesesanboise, Ssungagageavanbatai, Nsungwadianaone	100	U+005e U+0263
f	f	manfara, olfala	Nsungwadianaumumu, Sbiribiri, Bislama1, Ctlnalembanarovorovo, Sragaavavanvae, Ssakao, Bislama2, Ctltawetnarovorovo, Esanasolokave, Wwalaha, Nsungwadiatasmaor, Elolovoli, Slolovele, Ctlsungwadagarongnawo	100	U+0066
ɡ	g	niᵑɡo, soᵑɡo	Elolovoli, Ssakao, Evuindondo, Nhavailombaha, Nleonda, Wwalaha, Nleovandue, Esanasolokave, Slolovele, Sbiribiri, Ctlsungwadagarongnawo, Nsungwadiatasmaor, Nsungwadianaone, Nsungwadianaumumu	100	U+0261
ɸ$	ɸ	-ruɸ, -mumaɸ	Espiegelsbaysolwota, Tiraxbotmelesnial, Tiraxmae, Espiegelsbaylitebral, Maluabaypetarmul, Tiraxbethel, Maluabaymarasup, Maluabaycoast, Nmwerlap, Vaotorono, Nesetanmial, Maluabaytiptir, Tiraxbakru, Ctlsungwadagalalaundi, Ctlsungwadogarata, Najittanmial, Espiegelsbayunspecified, Ctlsungwadolagwaranuta, Vaopeteri, Tiraxolamb, Vaocanada	100	U+0278 U+0024
h$	h	ⁿtah, na-tah	Ctltawetnarovorovo, Tiraxmae, Vaotorono, Tiraxbethel, Tiraxorap, Ctlsungwadogarata, Vaopeteri, Tiraxolamb, Vaocanada, Tiraxbotmelesnial, Ctletawetnaviso, Wowowowo, Tiraxbakru, Wowolesarmalas, Elolovoli, Vaobeetehul, Alavaswowo, Uripivtautu, Walapetreros, Evuindondo, Espiegelsbaylitebral, Alavasalavas, Ctlsungwadagalalaundi	100	U+0068 U+0024
^b	b	batu-k, blo	Bislama2, Bislama1, Tapemaraxusmae, Unuambatumbo, Neveeivinmavis1, Walabotku, Walapreng, Unuanoferai, Atchinorap, Neverversakan, Tiraxbotmelesnial, Atchinsmallisland, Neververmindu, Tiraxbakru, Novolbangir, Espiegelsbaylitebral, Ranotwalung, Ranopotora, Tapetautu1, Maluabaymarasup, Neveeivinmavis2, Uripivdurpif, Wowowowo, Tiraxmae, Alavaswowo, Walapetreros, Nmwerlap, Ssungagageasanvari, Namanlitzlitz, Espiegelsbayunspecified, Ranochinambong, Novoltavendrua, Nahavaqlembinwin, Nindelabo, Alavasalavas, Ctlsungwadolagwaranuta, Naatiwindua, Tiraxolamb, Unuabenuamor, Nasarianwileven, Ctlsungwadogarata, Neververlimap	100	U+005e U+0062
