1-0	_001_one_wan
2-0	_002_two_tu
3-0	_003_three_tri
4-0	_004_four_fo
5-0	_005_five_faiv
6-0	_006_six_sikis
7-0	_007_seven_seven
8-0	_008_eight_eit
9-0	_009_nine_naen
10-0	_010_ten_ten
11-0	_011_twenty_twenti
15-0	_015_fifty_fifti
20-0	_020_one_hundred_wan_hundred
21-0	_021_one_thousand_wan_taosan
51-0	_051_year_yia
81-0	_081_right_raet
82-0	_082_left_lef
101-0	_101_I_mi
102-0	_102_we_pl_excl_mifala
102-1	_102_we_dual_incl_yumitu
102-2	_102_we_dual_excl_mitufala
102-3	_102_we_incl_yumi
104-0	_104_you_yu
105-0	_105_you_dual_yutufala
105-2	_105_you_pl_yufala
106-0	_106_he_hem
107-0	_107_they_olgeta
107-2	_107_they_dual_tufala
112-0	_112_no_no
121-0	_121_what_wanem
122-0	_122_who_hu
123-0	_123_where_wea
124-0	_124_when_wanem
125-0	_125_how_hao
131-0	_131_this_hemia_ia
132-0	_132_that_hemia_longwei
138-0	_138_above_antap
139-0	_139_below_andanit
141-0	_141_in_insaed
201-0	_201_head_hed
205-0	_205_hair_hea
211-0	_211_eye_ae
212-0	_212_nose_nus
213-0	_213_ear_sora
221-0	_221_mouth_maot
223-0	_223_tongue_tang
224-0	_224_tooth_tut
231-0	_231_hand_han
233-0	_233_shoulder_solda
241-0	_241_neck_nek
242-0	_242_back_baksaed
252-0	_252_leg_lek
261-0	_261_blood_blad
262-0	_262_bone_bun
263-0	_263_skin_sikin
271-0	_271_belly_bel
272-0	_272_intestines_kat
274-0	_274_breast_titi
284-0	_284_liver_leva
312-0	_312_dog_dog
321-0	_321_bird_pijin
324-0	_324_fish_fis
341-0	_341_snake_snek
342-0	_342_worm_wom
343-0	_343_louse_laus
345-0	_345_rat_rat
349-0	_349_spider_spida
352-0	_352_mosquito_moskito
381-0	_381_egg_ek
383-0	_383_tail_tel
384-0	_384_wing_win
385-0	_385_feather_feta
402-0	_402_man_man
403-0	_403_woman_woman
405-0	_405_child_pikinini
410-0	_410_name_nem
431-0	_431_mother_mama
432-0	_432_father_papa
435-0	_435_husband_man_blong_mi
436-0	_436_wife_woman_blong_mi
501-0	_501_day_dei
502-0	_502_night_naet
512-0	_512_moon_mun
513-0	_513_star_sta
515-0	_515_sky_skae
521-0	_521_water_wota
523-0	_523_lake_lek_lagun
524-0	_524_sea_solwota
541-0	_541_fire_faea
542-0	_542_smoke_smok
543-0	_543_ash_asis
551-0	_551_stone_ston
552-0	_552_earth_kraon
553-0	_553_dust_tas
554-0	_554_sand_sanbij
581-0	_581_rain_ren
584-0	_584_cloud_klaud
585-0	_585_wind_win
592-0	_592_thunder_tanda
593-0	_593_lightning_laetning
603-0	_603_meat_mit
609-0	_609_fruit_frut
622-0	_622_woods_dak_bus
624-0	_624_root_rus
625-0	_625_branch_branj
626-0	_626_leaf_lif
628-0	_628_wood_wud
631-0	_631_grass_kras
632-0	_632_flower_flowa
633-0	_633_thatch_tatj
651-0	_651_house_haos
662-0	_662_rope_rop
681-0	_681_road_rod
701-0	_701_black_blak
702-0	_702_white_waet
703-0	_703_red_red
704-0	_704_green_grin
705-0	_705_yellow_yalo
711-0	_711_big_big
717-0	_717_small_smol
741-0	_741_sharp_shap
742-0	_742_blunt_no_shap
749-0	_749_shy_shem
752-0	_752_old_olfala
763-0	_763_painful_sik
771-0	_771_good_gud
772-0	_772_bad_bad
773-0	_773_correct_strait
777-0	_777_dirty_toti
780-0	_780_rotten_roten
786-0	_786_heavy_hevi
788-0	_788_far_longwei
789-0	_789_near_kolosap
792-0	_792_cold_kolkol
793-0	_793_dry_drae
794-0	_794_wet_wetwet
798-0	_798_new_niu
799-0	_799_other_narafala
802-0	_802_come_kam
803-0	_803_walk_wokabaot
811-0	_811_stand_stanap
812-0	_812_sit_sidaon
813-0	_813_fall_foldaon
814-0	_814_lie_down_ledaon
815-0	_815_turn_tanem
818-0	_818_climb_klaem
821-0	_821_swim_swim
822-0	_822_fly_verb_flae
826-0	_826_throw_sakemaot
827-0	_827_hide_haetem
831-0	_831_eat_kakae
832-0	_832_drink_drink
836-0	_836_yawn_wantem_silip
837-0	_837_spit_spet
840-0	_840_dream_drim
841-0	_841_sleep_silip
842-0	_842_live_laev
843-0	_843_die_ded
844-0	_844_kill_kilimded
851-0	_851_see_luk
852-0	_852_hear_harem
854-0	_854_sniff_smel
858-0	_858_laugh_laf
859-0	_859_cry_krae
867-0	_867_blow_blo
868-0	_868_burn_bon
874-0	_874_sew_somap
880-0	_880_pound_kilkilim
881-0	_881_hit_kilim
887-0	_887_cut_katem
888-0	_888_split_spletem
889-0	_889_dig_digim
892-0	_892_hunt_kasem
893-0	_893_hold_holem
895-0	_895_fear_fraet
896-0	_896_count_kaontem
897-0	_897_breathe_pulum_win
900-0	_900_vomit_traot
901-0	_901_tie_fasem_taet
902-0	_902_squeeze_skwisim
903-0	_903_swell_solap
904-0	_904_say_talem
905-0	_905_scratch_sikrasem
906-0	_906_stab_stikim
912-0	_912_buy_pem
913-0	_913_steal_stilim
918-0	_918_plant_planem
922-0	_922_cook_kuk
940-0	_940_shoot_shutum
950-0	_950_work_wok
962-0	_962_open_openem
