ORG_LG_NAME,ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,Island,IsProto,Source
Batarxopu_Benut,Batarxopubenut,Batarxopu: Benut,,,,Papunesia,-16.03317,167.30046,Austronesian,Malekula,False,Takau2020
