Grapheme	IPA	Frequency
a	a	110
ɛ	ɛ	58
i	i	39
ʊ	ʊ	37
o	o	30
r	r	29
ŋ$	ŋ	26
l	l	23
n$	n	23
t	t	22
^t	t	20
e	e	20
r$	r	20
^n	n	18
^s	s	17
^m	m	16
-	+	16
β	β	15
_	+	15
^l	l	14
l$	l	13
m	m	13
w	w	12
n	n	12
ʊ$	ʊ	12
s$	s	12
^w	w	12
t$	t	11
s	s	11
ɔ$	ɔ	10
a$	a	10
ŋ	ŋ	10
u	u	10
^ɣ	ɣ	10
^k	k	10
i$	i	10
^ɸ	ɸ	9
^ⁿd	ⁿd	9
ɣ	ɣ	9
ɛ$	ɛ	9
m$	m	8
^i	i	7
ɪ	ɪ	7
k	k	6
^ᵐb	ⁿb	6
o$	o	5
ɔ	ɔ	5
k$	k	5
^ɸʷ	ɸʷ	5
^β	β	5
ɸ$	ɸ	5
^ŋʷ	ŋʷ	4
^mʷ	mʷ	4
a͡t$	a t	3
e$	e	3
ᵐb	ⁿb	3
ɞ	ɞ	3
^x	x	3
ⁿd	ⁿd	2
ã	ã	2
^ɡ	g	2
^ɡʷ	gʷ	2
^r	r	2
^βʷ	βʷ	2
kʷ	kʷ	2
ɣ$	ɣ	2
ẽ	ẽ	2
^kʷ	kʷ	2
ɵ$	ɵ	2
^o	o	2
ɵ	ɵ	2
ʉ	ʉ	2
^ŋ	ŋ	2
^ᵐbʷ	ⁿbʷ	2
ɵ͡l$	ɵ l	1
d	d	1
œ$	œ	1
^a	a	1
^ᵑɡʷ	ⁿgʷ	1
ŋʷ	ŋʷ	1
β$	β	1
ɞ$	ɞ	1
^ɛ	ɛ	1
æ$	æ	1
ts	ts	1
nw	nʷ	1
^mː	mː	1
a͡m	a m	1
v	v	1
a͡ŋ	a ŋ	1
ls	l s	1
^ɦ	ɦ	1
^b	b	1
ɛ̃	ɛ̃	1
æ	æ	1
v$	v	1
^e	e	1
^rː	rː	1
ms	m s	1
^lː	lː	1
^ʊ	ʊ	1
