Grapheme	IPA	Frequency
a	a	235
a$	a	102
_	+	83
i	i	83
^n	n	74
o	o	69
n	n	64
m	m	63
u	u	62
^ɛ	ɛ	60
l	l	58
t	t	50
s	s	44
k	k	40
r	r	39
e	e	34
u$	u	30
i$	i	28
g	g	26
v	v	23
ŋ	ŋ	23
ⁿd	ⁿd	20
p	p	20
j	j	19
^k	k	16
o$	o	16
a:	aː	15
e$	e	14
^m	m	12
j$	j	12
^e	e	9
w	w	8
aʰu	a h u	8
$	NULL	7
^l	l	7
h	h	6
d	d	6
ʰ	h	5
^p	p	5
f	f	5
o:	oː	5
ⁿg	ⁿg	4
^t	t	4
^s	s	4
^d	d	4
ɛ	ɛ	4
aa	aː	3
^v	v	3
_ⁿd	+ ⁿd	3
^a	a	3
pʷ	pʷ	3
ᵐb	ⁿb	2
bʷ	bʷ	2
n$	n	2
b	b	2
oʷ	o ʷ/w	2
^ŋ	ŋ	2
ʷ	w	2
ᵐp	ⁿp	2
mʷ	mʷ	2
^u	u	2
^w	w	2
^r	r	2
^o	o	1
ʊ	ʊ	1
^naᵐ_batina	n a ⁿb a t i n a	1
ŋ$	ŋ	1
ms	m s	1
ɛ:	ɛː	1
k͡p	kp	1
^pʷ	pʷ	1
ŋg̥a	ŋ g̊ a	1
ñ	ɲ	1
ⁿt	ⁿt	1
uʷe	u w e	1
bw	bʷ	1
u:	uː	1
^a:	aː	1
ɳ	ɳ	1
eʰu	e h u	1
^i	i	1
ɛ:$	ɛː	1
l$	l	1
