Grapheme	IPA	Frequency
a	a	181
a$	a	82
^n	n	66
o	o	54
i	i	53
ɾ	ɾ	47
t	t	46
l	l	46
u	u	44
n	n	43
m	m	42
k	k	37
w	w	35
i$	i	34
j	j	31
^e	e	31
u$	u	29
e	e	25
^m	m	22
ŋ	ŋ	20
o$	o	19
æ	æ	19
s	s	18
p	p	17
e$	e	16
f	f	14
r	r	11
^p	p	11
k͡p	kp	10
^k	k	10
a:	aː	9
^a	a	9
^t	t	9
^k͡p	kp	7
^s	s	6
_	+	6
d	d	4
^ɾ	ɾ	4
^l	l	4
o:	oː	3
^w	w	3
$	NULL	3
^ŋ	ŋ	3
^f	f	3
e:	eː	3
ŋ$	ŋ	3
a:$	aː	3
p$	p	2
ŋs	ŋ s	2
ŋ͡ma	ŋ m a	2
ls	l s	2
ts	ts	2
s$	s	2
u:	uː	2
ɛ	ɛ	2
i:	iː	1
l$	l	1
^pw	pʷ	1
n$	n	1
mw	mʷ	1
^r	r	1
^æ	æ	1
^u:	uː	1
ks	k s	1
^u	u	1
ɸ	ɸ	1
m$	m	1
^ns	n s	1
^e:	eː	1
^i	i	1
