Grapheme	IPA	Frequency
-	+	91
a	a	57
ɛ	ɛ	55
o	o	51
i	i	50
^-	NULL	49
^n	n	47
r	r	40
m	m	40
u	u	39
n$	n	33
l	l	32
t	t	27
i$	i	25
ɪ	ɪ	24
s	s	20
v	v	19
e	e	19
m$	m	15
^k	k	14
n	n	14
l$	l	13
e$	e	13
u$	u	12
w	w	12
ʧ	tʃ	12
^m	m	12
o$	o	10
p	p	9
s$	s	9
a$	a	8
_	+	8
t$	t	7
^ⁿd	ⁿd	7
ŋ$	ŋ	7
ŋ	ŋ	6
^ᵐb	ⁿb	6
ʉ	ʉ	5
ʊ	ʊ	5
ɾ	ɾ	5
k$	k	5
^r	r	5
mʷ	mʷ	4
^mʷ	mʷ	4
β	β	4
^e	e	3
^a	a	3
^o	o	3
^h	h	3
^s	s	3
r$	r	3
t͡s	ts	3
ᵐb	ⁿb	3
ə	ə	3
^l	l	3
ʉ$	ʉ	3
ɔ$	ɔ	2
^ᵑg	ⁿg	2
^ʧ	tʃ	2
ms	m s	2
vs	v s	2
ɘ	ɘ	2
p$	p	2
ʧ$	tʃ	2
^ɔ	ɔ	1
t͡s$	ts	1
^ɛ	ɛ	1
ɔ	ɔ	1
g	g	1
b	b	1
^p	p	1
^ŋ	ŋ	1
kw	kʷ	1
ns	n s	1
^t͡s	ts	1
ɾ$	ɾ	1
ts	ts	1
-$	NULL	1
β$	β	1
^b	b	1
^t	t	1
^d	d	1
x	x	1
b$	b	1
j	j	1
^ᵐbʷ	ⁿbʷ	1
bʷ	bʷ	1
pʷ	pʷ	1
ŋs	ŋ s	1
ɲ	ɲ	1
oʷ$	oʷ/ou̯	1
^v	v	1
rs	r s	1
w$	w	1
