Grapheme	IPA	Frequency
-	+	139
ɛ	ɛ	69
a	a	63
i	i	61
^m	m	60
o	o	56
r	r	47
^n	n	44
m	m	41
u	u	34
l	l	33
n$	n	32
t	t	29
e	e	29
i$	i	29
n	n	21
ɪ	ɪ	19
ʧ	tʃ	17
k$	k	17
s	s	16
v	v	16
^-	NULL	15
w	w	13
e$	e	13
l$	l	12
p	p	11
ʉ	ʉ	9
_	+	9
a$	a	8
m$	m	8
ə	ə	8
s$	s	8
u$	u	7
t$	t	7
o$	o	7
ŋ$	ŋ	7
ŋ	ŋ	6
b	b	6
^b	b	6
^r	r	6
^ⁿd	ⁿd	6
ʉ$	ʉ	5
r$	r	5
^ᵐb	ⁿb	5
β	β	5
^ɛ	ɛ	4
^o	o	4
^s	s	3
ɔ$	ɔ	3
^k	k	3
ɘ	ɘ	3
^l	l	3
ʃ	ʃ	3
^e	e	2
^a	a	2
ɾ	ɾ	2
g	g	2
^ⁿt͡s	ⁿts	2
^ŋ	ŋ	2
xw	xʷ	2
^ᵑg	ⁿg	2
^ʧ	tʃ	2
vs	v s	2
ʧ$	tʃ	2
^h	h	2
ʊ	ʊ	2
^p	p	2
^ɔ	ɔ	1
t͡s$	ts	1
ɔ	ɔ	1
ms	m s	1
mʷ	mʷ	1
ɸ$	ɸ	1
ᵐb	ⁿb	1
^t	t	1
^d	d	1
t͡s	ts	1
x	x	1
ɛ$	ɛ	1
b$	b	1
ə$	ə	1
j	j	1
ŋs	ŋ s	1
p$	p	1
z	z	1
β$	β	1
oʰ$	o ʰ/h	1
rʃ	r ʃ	1
