Grapheme	IPA	Frequency
a$	a	104
a	a	87
u	u	72
l	l	69
i	i	67
n	n	67
r	r	54
o	o	49
m	m	47
a:	aː	41
j	j	39
i$	i	37
^m	m	32
e	e	31
^o	o	31
k	k	30
^k	k	28
p	p	27
^p	p	23
^l	l	22
u$	u	20
t	t	20
ŋ	ŋ	20
s	s	19
^s	s	16
e$	e	15
o$	o	14
u:	uː	13
i:	iː	11
^n	n	11
w	w	11
^t	t	10
g	g	10
ɛ	ɛ	10
$	NULL	9
o:	oː	8
e:	eː	8
^j	j	8
j$	j	8
ʰ	h	7
^i	i	6
n᷈a	n a	6
_	+	6
^w	w	5
ɔ	ɔ	4
^a	a	4
^r	r	3
^e	e	3
ⁿ	ⁿ/n	3
a:$	aː	3
^oʰu	o h u	3
ɑ	ɑ	3
^mʷ	mʷ	2
ɛ:	ɛː	2
^kʷ	kʷ	2
^d	d	2
v	v	2
kʷ	kʷ	2
iː$	iː	2
aː	aː	1
ⁱ	i	1
l:	lː	1
uʷe	u w e	1
ⁿg	ⁿg	1
oʷ	o ʷ/w	1
ʰo	h o	1
ᵐb	ⁿb	1
i:$	iː	1
^u:	uː	1
^f	f	1
ⁿd	ⁿd	1
l$	l	1
h	h	1
^ʋ	ʋ	1
