Grapheme	IPA	Frequency
a	a	111
a$	a	103
u	u	72
i	i	70
n	n	62
l	l	62
o	o	45
e	e	45
r	r	43
^m	m	37
m	m	34
^k	k	30
^p	p	29
j	j	27
k	k	24
^l	l	22
p	p	19
^s	s	17
a:	aː	16
^o	o	16
ŋ	ŋ	16
t	t	15
o$	o	15
e$	e	14
l$	l	13
ɛ	ɛ	12
s	s	12
^t	t	12
^n	n	10
u$	u	10
i$	i	9
r$	r	8
^i	i	8
g	g	8
_	+	8
n$	n	8
$	NULL	7
j$	j	6
w	w	6
k$	k	5
n᷈a	n a	5
^e	e	5
h	h	5
^j	j	5
^mʷ	mʷ	4
^r	r	4
^u	u	4
p$	p	4
^a	a	4
ʰ	h	4
i:$	iː	3
u:	uː	3
^w	w	3
ⁿd	ⁿd	2
ŋ$	ŋ	2
ⁿ	ⁿ/n	2
i:	iː	2
s$	s	2
ɑ	ɑ	2
ɔ	ɔ	1
ms	m s	1
uu	uː	1
g$	g	1
^ɛ	ɛ	1
a:$	aː	1
^aʰu	a h u	1
aa	aː	1
mʷ	mʷ	1
ᵐb	ⁿb	1
m$	m	1
iʰu	i h u	1
ps	p s	1
ʰo	h o	1
oʰi	o h i	1
iᵐn	ĩ n	1
ᵐl	ⁿl	1
