Grapheme	IPA	Frequency
a	a	159
a$	a	50
u	u	41
r	r	35
o	o	34
t	t	33
l	l	32
i	i	30
e	e	29
^t	t	25
h$	h	25
e$	e	19
^m	m	18
^s	s	17
m	m	15
n	n	15
^f	f	14
^h	h	14
^r	r	12
^l	l	11
^mʷ	mʷ	11
s	s	11
β	β	10
s$	s	10
l$	l	9
ŋ	ŋ	9
^w	w	9
r$	r	8
o$	o	8
^u	u	8
f	f	7
i$	i	7
h	h	7
n$	n	7
_	+	6
^ⁿd	ⁿd	6
^ᵐb	ⁿb	6
β$	β	6
^k	k	5
u$	u	5
ᵐb	ⁿb	5
m$	m	4
^ᵐbʷ	ⁿbʷ	4
x$	x	4
^x	x	4
mʷ	mʷ	4
t$	t	3
v	v	3
ⁿd	ⁿd	3
^i	i	3
ᵐbʷ	ⁿbʷ	3
^ɸ	ɸ	3
ŋ$	ŋ	3
^j	j	3
k	k	3
^ɸʷ	ɸʷ	2
ɸʷ	ɸʷ	2
k̚$	k̚	2
ʊ$	ʊ	2
ɪ	ɪ	2
nh	nʰ	2
t̚$	t̚	2
^fʷ	fʷ	2
ɸ	ɸ	2
ʋʷ	ʋ	1
rs	r s	1
ɪ$	ɪ	1
^n	n	1
iʰ$	i ʰ/h	1
uʰ$	u ʰ/h	1
aʰ$	a ʰ/h	1
_ⁿd	+ ⁿd	1
^o	o	1
βʷ	βʷ	1
k$	k	1
w	w	1
oʷ	o ʷ/w	1
eʰ$	e ʰ/h	1
ɐ	ɐ	1
^ŋ	ŋ	1
ɣ	ɣ	1
sw	sʷ	1
x	x	1
