Grapheme	IPA	Frequency
a	a	133
-	+	129
ɛ	ɛ	85
l	l	54
t	t	44
u	u	42
^-	NULL	36
o	o	32
m	m	31
r	r	31
^n	n	29
ɛ$	ɛ	27
i$	i	27
^a	a	26
n	n	25
^w	w	25
v	v	23
ŋ	ŋ	22
^ɛ	ɛ	19
i	i	16
ɪ	ɪ	16
^i	i	14
z	z	14
s	s	14
ə	ə	13
l$	l	13
w	w	12
ʊ	ʊ	12
n$	n	12
ᵐb	ⁿb	12
a$	a	10
ɔ	ɔ	10
ⁿd	ⁿd	10
s$	s	10
ŋ$	ŋ	9
g	g	9
e$	e	8
mʷ	mʷ	8
r$	r	7
^m	m	7
e	e	7
aː	aː	6
vʷ	vʷ	6
ɣ	ɣ	6
_	+	5
u$	u	5
ᵐʙ	ⁿʙ	5
ɔ$	ɔ	5
k$	k	5
β	β	5
ə$	ə	5
x$	x	5
z$	z	4
aˑ	aˑ	4
æ	æ	4
t$	t	4
m$	m	4
ɺ$	ɺ	3
^l	l	3
w$	w	3
^k	k	3
ᵑg	ⁿg	3
ᵐbʷ	ⁿbʷ	3
ⁿdʳ	ⁿdʳ	3
zw	zʷ	2
rw	rʷ	2
b	b	2
œ	œ	2
^ⁿdʳ	ⁿdʳ	2
^ᵐbʷ	ⁿbʷ	2
^h	h	2
-$	NULL	2
^ᵐb	ⁿb	2
k	k	2
d	d	2
o$	o	2
vs	v s	1
a͂$	ã	1
^b	b	1
^mʷ	mʷ	1
ĩ$	ĩ	1
^v	v	1
f	f	1
^f	f	1
^ᵑg	ⁿg	1
rs	r s	1
^ə	ə	1
š	ʃ	1
ks	k s	1
^t	t	1
^ᵐʙ	ⁿʙ	1
p˺$	p̚	1
p$	p	1
^ⁿd	ⁿd	1
t˺$	t̚	1
ɛ͂$	ɛ̃	1
ɡ	g	1
sw	sʷ	1
^vʷ	vʷ	1
βʷ	βʷ	1
ʔ$	ʔ	1
v$	v	1
x	x	1
ᵑk$	ⁿk	1
ẽ$	ẽ	1
_ⁿd	+ ⁿd	1
