Grapheme	IPA	Frequency
a	a	149
a$	a	60
i	i	54
u	u	42
r	r	41
u$	u	40
^k	k	39
t	t	35
l	l	34
i$	i	33
o	o	30
n	n	29
o$	o	26
k	k	25
e	e	24
^t	t	19
h	h	17
^h	h	17
^f	f	17
m	m	16
^m	m	16
e$	e	14
^kʷ	kʷ	11
ᵐb	ⁿb	9
ᵑɡ	ⁿg	9
^r	r	9
v	v	9
^l	l	9
ŋ	ŋ	8
^a	a	8
ɪ$	ɪ	8
kʷ	kʷ	7
β	β	7
ɪ	ɪ	7
^ᵑɡʷ	ⁿgʷ	7
^ᵐb	ⁿb	7
^n	n	6
f	f	6
ⁿd	ⁿd	6
^ŋʷ	ŋʷ	4
^ᵑɡ	ⁿg	4
^v	v	4
ɐ	ɐ	4
^i	i	3
ᵑɡʷ	ⁿgʷ	3
s	s	3
^ⁿd	ⁿd	3
ʊ$	ʊ	3
ŋ$	ŋ	3
^s	s	3
_	+	3
ŋʷ	ŋʷ	3
^ɪ	ɪ	2
ɛ$	ɛ	2
^fʷ	fʷ	2
n$	n	2
aiʲ	ai j	1
d	d	1
^ɸ	ɸ	1
t̚$	t̚	1
^o	o	1
^u	u	1
______	+	1
æ	æ	1
eˀᵐb	e ˀ/ʔ ⁿb	1
ɔ$	ɔ	1
____	+	1
^ŋ	ŋ	1
ɐ$	ɐ	1
^vʷ	vʷ	1
k$	k	1
