Grapheme	IPA	Frequency
-	+	117
a	a	92
ɛ	ɛ	84
u	u	68
l	l	52
t	t	40
^a	a	34
ɛ$	ɛ	33
m	m	31
^i	i	31
r	r	31
o	o	30
ə	ə	29
i	i	29
^n	n	25
n	n	23
i$	i	23
s	s	21
ŋ	ŋ	20
ᵐb	ⁿb	20
g	g	18
v	v	15
aː	aː	14
w	w	14
^-	NULL	14
ɪ	ɪ	13
ᵑk$	ⁿk	13
l$	l	12
s$	s	12
^ɛ	ɛ	12
β	β	11
u$	u	10
e$	e	9
ə$	ə	8
n$	n	7
ʊ	ʊ	7
k$	k	7
a$	a	6
_	+	6
r$	r	6
ⁿd	ⁿd	6
ᵐbʷ	ⁿbʷ	6
^m	m	6
^w	w	6
ɔ	ɔ	5
e	e	5
^t	t	5
mʷ	mʷ	5
ᵑg	ⁿg	5
aˑ	aˑ	4
^ⁿd	ⁿd	4
^ɪ	ɪ	4
t$	t	4
b	b	4
^u	u	4
^ə	ə	3
ɺ$	ɺ	3
ⁿdʳ	ⁿdʳ	3
k	k	3
$	NULL	3
d	d	3
^s	s	2
^mʷ	mʷ	2
^ᵑg	ⁿg	2
^v	v	2
bʷ	bʷ	2
š	ʃ	2
vʷ	vʷ	2
b$	b	2
z	z	2
vs	v s	2
^ᵐb	ⁿb	2
βs	β s	1
^b	b	1
^k	k	1
ʒ	ʒ	1
^l	l	1
rs	r s	1
ŋ$	ŋ	1
^ᵐbʷ	ⁿbʷ	1
ɺw	ɺʷ	1
ɾ	ɾ	1
^d	d	1
p˺$	p̚	1
^e	e	1
a͂$	ã	1
zw	zʷ	1
x$	x	1
^ɳ	ɳ	1
mᵇ$	ⁿb	1
æˑ	æˑ	1
o$	o	1
mᵇ	ⁿb	1
_ⁿd	+ ⁿd	1
š$	ʃ	1
ɸ$	ɸ	1
^h	h	1
