Grapheme	IPA	Frequency
a	a	115
-	+	69
u	u	63
^-	NULL	61
ɛ	ɛ	54
i$	i	48
l	l	38
m	m	33
t	t	29
^n	n	25
s	s	23
r	r	23
i	i	22
^t	t	22
ɪ	ɪ	18
n	n	18
s$	s	17
^a	a	16
o	o	15
l$	l	14
ɛ$	ɛ	13
u$	u	13
r$	r	12
n$	n	12
e	e	12
β	β	11
ŋ	ŋ	11
g	g	10
ᵐb	ⁿb	10
w	w	10
ŋ$	ŋ	9
^ⁿd	ⁿd	9
^m	m	9
ᵐʙ	ⁿʙ	9
v	v	8
t$	t	8
b	b	6
^ⁿdʳ	ⁿdʳ	6
ᵐbʷ	ⁿbʷ	6
e$	e	6
^ᵐb	ⁿb	6
k	k	6
ⁿdʳ	ⁿdʳ	5
ⁿd	ⁿd	5
ᵑg	ⁿg	5
^i	i	5
a$	a	5
_	+	5
mʷ	mʷ	5
ɔ$	ɔ	5
o$	o	4
ə$	ə	3
ɣ	ɣ	3
x$	x	3
ɔ	ɔ	3
^mʷ	mʷ	2
^k	k	2
^s	s	2
^ᵑg	ⁿg	2
m$	m	2
lw	lʷ	2
^u	u	2
^w	w	2
^l	l	2
^ɛ	ɛ	2
d	d	2
x	x	2
^b	b	2
p˺$	p̚	2
vs	v s	2
ʙ	ʙ	2
$	NULL	2
ms	m s	2
t͡s	ts	2
ⁿ	ⁿ/n	1
ə	ə	1
^ᵐbʷ	ⁿbʷ	1
rs	r s	1
^v	v	1
^fʷ	fʷ	1
^ᵐʙ	ⁿʙ	1
ʊ	ʊ	1
^ɪ	ɪ	1
ks	k s	1
ɸ$	ɸ	1
b$	b	1
ɾ	ɾ	1
βs	β s	1
vʷ	vʷ	1
ᵐd	ⁿd	1
^t͡s	ts	1
^e	e	1
ʙ$	ʙ	1
ŋs	ŋ s	1
uʰ$	u ʰ/h	1
rw	rʷ	1
gʰ$	gʰ	1
p$	p	1
