Grapheme	IPA	Frequency
-	+	93
a	a	55
i	i	52
ɛ	ɛ	46
^n	n	37
n$	n	35
m	m	34
u	u	33
o	o	33
^-	NULL	32
i$	i	27
e	e	25
l	l	24
r	r	24
t	t	23
^ɛ	ɛ	23
m$	m	21
s	s	20
u$	u	19
v	v	16
ɾ	ɾ	15
w	w	15
n	n	13
l$	l	12
^o	o	10
p	p	10
^ⁿd	ⁿd	9
ʧ	tʃ	9
s$	s	8
t$	t	8
ŋ	ŋ	8
ʊ	ʊ	8
ŋ$	ŋ	7
ɪ	ɪ	6
^k	k	6
o$	o	6
^i	i	5
ɔ	ɔ	5
ᵐb	ⁿb	5
ʉ	ʉ	5
^ŋ	ŋ	5
a$	a	5
^m	m	5
r$	r	5
e$	e	5
β	β	5
_	+	4
^s	s	4
^r	r	4
^ʧ	tʃ	4
^l	l	4
^h	h	4
ʧ$	tʃ	3
k$	k	3
^ᵐb	ⁿb	3
ɾ$	ɾ	2
^ᵑg	ⁿg	2
^t	t	2
p$	p	2
ŋs	ŋ s	2
^e	e	2
ⁿd	ⁿd	2
^g	g	1
b	b	1
^p	p	1
kw	kʷ	1
^ᵐbʷ	ⁿbʷ	1
ᵐbʷ	ⁿbʷ	1
ns	n s	1
ⁿdʳ	ⁿdʳ	1
mʷ	mʷ	1
β$	β	1
^b	b	1
^mʷ	mʷ	1
^β	β	1
^w	w	1
ɔ$	ɔ	1
ə	ə	1
ms	m s	1
w$	w	1
^ɪ	ɪ	1
^pʷ	pʷ	1
^tw	tʷ	1
x	x	1
rs	r s	1
