Grapheme	IPA	Frequency
-	+	120
ɛ	ɛ	69
a	a	62
^n	n	53
n$	n	52
o	o	52
i	i	46
m	m	38
u	u	36
r	r	33
l	l	32
ɪ	ɪ	31
t	t	30
^-	NULL	28
^m	m	22
i$	i	21
v	v	17
s	s	16
n	n	16
l$	l	12
s$	s	11
w	w	11
r$	r	10
p	p	8
t$	t	8
ŋ	ŋ	8
t͡s	ts	8
e	e	8
ʉ	ʉ	7
_	+	7
a$	a	7
ŋ$	ŋ	7
o$	o	7
^ⁿd	ⁿd	7
ʧ	tʃ	7
u$	u	6
ʊ	ʊ	6
^k	k	6
^l	l	6
^ɛ	ɛ	5
m$	m	5
^o	o	5
^s	s	5
^ᵐb	ⁿb	5
^r	r	5
β	β	5
^mʷ	mʷ	5
k$	k	4
e$	e	4
k	k	4
ᵐb	ⁿb	4
ɛ$	ɛ	4
^ʧ	tʃ	3
ə	ə	3
ʉ$	ʉ	3
^a	a	2
t͡s$	ts	2
j	j	2
^ŋ	ŋ	2
^ᵑg	ⁿg	2
b	b	2
^h	h	2
ms	m s	2
^b	b	2
p$	p	2
^p	p	2
^ɔ	ɔ	1
ɔ	ɔ	1
ɔ$	ɔ	1
g	g	1
^ⁿt͡s	ⁿts	1
ɸ$	ɸ	1
v$	v	1
ns	n s	1
β$	β	1
vs	v s	1
^t	t	1
^d	d	1
^i	i	1
b$	b	1
ɘ	ɘ	1
ŋs	ŋ s	1
o͡i	oi	1
ɾ	ɾ	1
ʧ$	tʃ	1
oʷ$	oʷ/ou̯	1
mʷ	mʷ	1
rs	r s	1
