Grapheme	IPA	Frequency
a	a	97
^-	NULL	79
ɛ	ɛ	67
-	+	59
i	i	46
n$	n	44
l	l	39
o	o	39
m	m	37
^n	n	36
t	t	30
r	r	29
u	u	25
s	s	19
n	n	18
l$	l	17
v	v	17
ʔ$	ʔ	15
ʔ	ʔ	14
h	h	14
ɪ	ɪ	13
ŋ$	ŋ	12
^m	m	11
æ	æ	11
m$	m	10
i$	i	10
r$	r	10
t$	t	10
œ	œ	9
s$	s	9
e	e	9
ŋ	ŋ	9
_	+	9
^i	i	8
ɔ	ɔ	8
ᵐb	ⁿb	7
h$	h	7
e$	e	7
u$	u	6
p$	p	6
ʉ	ʉ	6
o$	o	5
^ᵐb	ⁿb	5
mʷ	mʷ	5
vʷ	vʷ	5
ᵐbʷ	ⁿbʷ	5
w	w	5
β	β	4
^ᵑg	ⁿg	4
^ⁿd	ⁿd	4
ᵐʙ	ⁿʙ	4
^v	v	4
^ᵐbʷ	ⁿbʷ	4
ⁿd	ⁿd	4
ʊ	ʊ	4
^mʷ	mʷ	3
oo	oː	3
^t	t	3
^ᵐʙ	ⁿʙ	3
k	k	3
p˺$	p̚	3
ᵑg	ⁿg	2
^r	r	2
^a	a	2
^ɛ	ɛ	2
aa	aː	2
^l	l	2
p	p	2
βʷ	βʷ	2
^s	s	1
B	β	1
j	j	1
^k	k	1
^e	e	1
^ʧ	tʃ	1
nh	nʰ	1
ls	l s	1
b$	b	1
t˺$	t̚	1
vh	vʰ	1
š$	ʃ	1
_ⁿd	+ ⁿd	1
ᵐm	ⁿm	1
f$	f	1
ʙ$	ʙ	1
