Grapheme	IPA	Frequency
a$	a	105
a	a	96
i	i	80
l	l	72
u	u	72
n	n	61
r	r	56
m	m	40
o	o	39
j	j	37
i$	i	35
^k	k	35
a:	aː	32
^m	m	31
^l	l	28
^p	p	24
e	e	24
k	k	23
p	p	22
s	s	21
ŋ	ŋ	20
t	t	20
u$	u	18
g	g	18
^s	s	17
u:	uː	15
e$	e	15
o$	o	15
ɛ	ɛ	14
e:	eː	14
$	NULL	13
^t	t	13
^n	n	12
w	w	10
_	+	9
ɔ	ɔ	8
^j	j	8
^mʷ	mʷ	7
i:	iː	7
^i	i	7
n᷈a	n a	7
^o	o	7
j$	j	6
ʰ	h	5
o:	oː	5
^d	d	4
^w	w	4
mʷ	mʷ	4
^kʷ	kʷ	4
ʋ	ʋ	4
^a	a	4
v	v	3
i:$	iː	3
ʰo	h o	3
a:$	aː	2
^e	e	2
^u	u	2
^ʋ	ʋ	2
ɔ:j	ɔːi̯	1
pʷ	pʷ	1
aː	aː	1
ⁿg	ⁿg	1
ⁿ	ⁿ/n	1
^r	r	1
ⁱ	i	1
ᵐb	ⁿb	1
^ɛ	ɛ	1
uʷe	u w e	1
u:$	uː	1
h	h	1
s$	s	1
r:aru	rː a r u	1
^a:	aː	1
ɑ:j	ɑːi̯	1
