Grapheme	IPA	Frequency
a	a	268
u	u	117
n	n	104
a$	a	93
r	r	84
o	o	81
i	i	76
l	l	70
_	+	69
t	t	52
ʔ	ʔ	47
β	β	46
e	e	42
u$	u	42
^t	t	40
s	s	37
^n	n	34
o$	o	34
i$	i	33
e$	e	27
^l	l	22
t͡ʃ	tʃ	22
^p	p	22
p	p	21
v	v	20
^s	s	19
k	k	19
^r	r	18
^w	w	15
n$	n	15
s$	s	13
^v	v	13
w	w	12
m	m	11
j	j	11
^m	m	11
^t͡ʃ	tʃ	11
j$	j	10
^pʷ	pʷ	10
^u	u	9
^ʔ	ʔ	9
aː	aː	9
^k	k	9
mʷ	mʷ	8
^i	i	8
t$	t	7
^o	o	7
^mʷ	mʷ	7
^a	a	7
^β	β	5
^e	e	4
l$	l	4
pʷ	pʷ	3
^c	c	3
ʔ$	ʔ	3
w$	w	3
^aː	aː	3
a:	aː	2
d	d	2
^eː	eː	2
t̠͡s̠	ts̠	2
t͡s̠	ts̠̠	1
m$	m	1
ɑ	ɑ	1
$	NULL	1
β$	β	1
eː	eː	1
t͡ʃ$	tʃ	1
oː	oː	1
c	c	1
f	f	1
ɪ$	ɪ	1
^f	f	1
rs	r s	1
ls	l s	1
