Grapheme	IPA	Frequency
a	a	144
-	+	100
^n	n	54
ɪ	ɪ	46
r	r	46
^-	NULL	44
m	m	43
o	o	36
u	u	34
i$	i	32
ŋ	ŋ	28
i	i	28
ɛ	ɛ	27
v	v	25
r$	r	22
n$	n	22
n	n	21
s	s	19
x	x	19
k$	k	17
ʧ	tʃ	16
ə	ə	16
æ	æ	15
t	t	15
k	k	14
ɣ	ɣ	13
e$	e	11
e	e	11
x$	x	11
ᵐb	ⁿb	10
ɔ	ɔ	9
p	p	9
l	l	9
s$	s	9
^ŋ	ŋ	8
ʊ	ʊ	8
^a	a	8
^m	m	8
_	+	7
ᵐbʷ	ⁿbʷ	7
ŋ$	ŋ	7
u$	u	6
ʧ$	tʃ	6
o$	o	6
ⁿdʳ	ⁿdʳ	6
^ⁿdʳ	ⁿdʳ	5
^l	l	5
v$	v	5
^k	k	5
ʉ	ʉ	5
m$	m	4
^t	t	4
j	j	4
^x	x	4
f	f	4
p$	p	4
^w	w	4
w	w	3
mʷ	mʷ	3
pʷ	pʷ	3
a$	a	3
^h	h	3
ᵑg	ⁿg	3
^ⁿd	ⁿd	2
b	b	2
^ᵐb	ⁿb	2
^ᵐbʷ	ⁿbʷ	2
vʷ	vʷ	2
l$	l	2
h	h	2
^p	p	2
^u	u	2
g	g	2
^mʷ	mʷ	2
ɸ$	ɸ	2
^ᵐʙ	ⁿʙ	2
ᴩ	p	2
^ᵑg	ⁿg	2
^s	s	1
^j	j	1
^ɛ	ɛ	1
ns	n s	1
z$	z	1
ə$	ə	1
ð	ð	1
^ɣ	ɣ	1
ᴩ$	p	1
vs	v s	1
^pʷ	pʷ	1
rs	r s	1
ⁿdʳ$	ⁿdʳ	1
bs	b s	1
^i	i	1
rʃ	r ʃ	1
ŋʃ	ŋ ʃ	1
ʃ	ʃ	1
z	z	1
ɔ$	ɔ	1
