Grapheme	IPA	Frequency
a	a	176
-	+	106
i	i	81
o	o	64
^n	n	64
r	r	63
e	e	60
u	u	57
n	n	55
t	t	54
l	l	43
n$	n	32
_	+	32
v	v	31
ɛ	ɛ	31
m	m	30
^i	i	29
^-	NULL	28
b	b	26
ɣ	ɣ	24
ɪ	ɪ	24
h	h	24
i$	i	23
a$	a	22
k$	k	21
t$	t	20
e$	e	20
^ⁿd	ⁿd	19
l$	l	18
^m	m	18
u$	u	17
ŋ	ŋ	17
^f	f	17
ⁿd	ⁿd	16
ᵐb	ⁿb	16
ə	ə	15
r$	r	15
x	x	15
^ᵐb	ⁿb	14
^l	l	12
s	s	11
x$	x	10
k	k	10
w	w	9
^v	v	9
^t	t	8
f	f	8
ɸ$	ɸ	7
^h	h	7
ⁿdʳ	ⁿdʳ	7
ɡ	g	6
^x	x	6
-$	NULL	6
h$	h	6
^k	k	5
o$	o	4
s$	s	4
ŋ$	ŋ	4
ə$	ə	4
^s	s	3
^ⁿt	ⁿt	3
ⁿd$	ⁿd	3
p$	p	3
ɸ	ɸ	3
ɛ$	ɛ	2
ɔ$	ɔ	2
^ⁿdʳ	ⁿdʳ	2
ⁿdʳ$	ⁿdʳ	2
^r	r	2
m$	m	2
g	g	2
š	ʃ	2
_ⁿd	+ ⁿd	2
œ	œ	1
ᵐbʷ	ⁿbʷ	1
ɔ	ɔ	1
d	d	1
nh	nʰ	1
^tᵐb	t ⁿb	1
š$	ʃ	1
v$	v	1
u͂	ũ	1
^a	a	1
ʃ$	ʃ	1
vʷ	vʷ	1
^tⁿd	t ⁿd	1
ɛʰ$	ɛ ʰ/h	1
^ŋ	ŋ	1
^e	e	1
ʃ	ʃ	1
j	j	1
b$	b	1
bs	b s	1
uʷa	u w a	1
uʷe	u w e	1
^ɸ	ɸ	1
