Grapheme	IPA	Frequency
-	+	153
a	a	146
o	o	62
^n	n	51
ɛ	ɛ	48
t	t	44
u	u	44
m	m	43
^u	u	41
l	l	40
ɣ	ɣ	36
i	i	36
r	r	35
ᵐb	ⁿb	33
n	n	31
v	v	29
e$	e	27
s	s	27
^i	i	26
i$	i	26
m$	m	20
ŋ	ŋ	16
e	e	15
n$	n	15
^a	a	12
u$	u	10
_	+	10
r$	r	10
l$	l	9
ⁿd	ⁿd	9
ɪ	ɪ	9
x$	x	9
ŋ$	ŋ	8
^-	NULL	7
^m	m	7
s$	s	7
b	b	6
f	f	6
t$	t	6
o$	o	6
p	p	5
^ɣ	ɣ	5
^ᵐb	ⁿb	5
^t	t	5
b$	b	5
ɔ$	ɔ	4
k	k	4
x	x	4
^o	o	4
t͡s$	ts	3
ʧ	tʃ	3
d$	d	3
vs	v s	3
a$	a	3
ⁿdʳ	ⁿdʳ	2
ʊ	ʊ	2
^h	h	2
^ⁿd	ⁿd	2
^g	g	2
w	w	2
z$	z	2
ŋs	ŋ s	2
^s	s	1
rs	r s	1
^l	l	1
^p	p	1
ʁ	ʁ	1
v$	v	1
^ᵑg	ⁿg	1
ɣs	ɣ s	1
^d	d	1
^mʷ	mʷ	1
ɸ$	ɸ	1
ɣw	ɣʷ	1
f$	f	1
^ⁿt	ⁿt	1
^v	v	1
ⁿt	ⁿt	1
ᵐbʷ	ⁿbʷ	1
nw	nʷ	1
z	z	1
h	h	1
h$	h	1
ᵑg	ⁿg	1
