Grapheme	IPA	Frequency
a	a	260
e	e	150
-	+	106
o	o	103
l	l	96
_	+	96
n	n	96
i	i	93
u	u	82
r	r	78
^n	n	66
m	m	66
t	t	63
v	v	57
s	s	50
ɛ	ɛ	37
k	k	37
^-	NULL	37
ŋ	ŋ	36
c	c	36
n$	n	33
k$	k	30
ə	ə	30
w	w	29
l$	l	28
i$	i	28
a$	a	27
^i	i	25
ɣ	ɣ	24
r$	r	22
t$	t	21
ɪ	ɪ	18
^p	p	18
^h	h	17
^m	m	17
e$	e	17
m$	m	17
h	h	16
^t	t	15
b	b	14
ᵐb	ⁿb	13
p	p	13
^s	s	12
u$	u	11
ⁿd	ⁿd	11
^v	v	11
^l	l	10
^x	x	9
s$	s	9
$	NULL	9
lw	lʷ	9
^k	k	7
^ᵐb	ⁿb	7
^r	r	7
ʉ	ʉ	7
^ŋ	ŋ	7
ɸ$	ɸ	6
^a	a	6
x	x	6
h$	h	6
uʷa	u w a	6
^c	c	6
o$	o	5
x$	x	5
ⁿdʳ	ⁿdʳ	5
^ⁿd	ⁿd	5
p$	p	5
^ɪ	ɪ	4
^ⁿdʳ	ⁿdʳ	4
v$	v	4
ʉ$	ʉ	4
bʷ	bʷ	4
^ⁿt	ⁿt	3
ɛ$	ɛ	3
pʷ	pʷ	3
^pʷ	pʷ	3
ʲ	j	3
f	f	3
^ɣ	ɣ	2
f$	f	2
ⁿdʳ$	ⁿdʳ	2
ŋ$	ŋ	2
ⁿd$	ⁿd	2
ⁿ	ⁿ/n	2
^o	o	2
iʲa	i j a	2
^b	b	2
ns	n s	2
^ᵑg	ⁿg	1
vh	vʰ	1
nh	nʰ	1
d$	d	1
ʊ	ʊ	1
_ⁿd	+ ⁿd	1
iʰ$	i ʰ/h	1
ã$	ã	1
ə$	ə	1
uʰ$	u ʰ/h	1
ɣs	ɣ s	1
ɔ$	ɔ	1
ls	l s	1
vʷ	vʷ	1
mʷ	mʷ	1
w$	w	1
j	j	1
æ	æ	1
g	g	1
^ə	ə	1
ŋs	ŋ s	1
ɾ	ɾ	1
tw	tʷ	1
^u	u	1
rw	rʷ	1
^mʷ	mʷ	1
oʷ	o ʷ/w	1
bs	b s	1
b$	b	1
