Grapheme	IPA	Frequency
-	+	87
a	a	69
ɛ	ɛ	60
o	o	58
r	r	56
i	i	54
u	u	42
^-	NULL	40
n$	n	39
^n	n	34
t	t	27
m	m	26
n	n	24
e	e	22
^i	i	22
ɾ	ɾ	21
i$	i	19
s	s	18
a$	a	17
g	g	16
v	v	15
ɪ	ɪ	15
e$	e	15
^x	x	14
^m	m	13
ŋ	ŋ	11
ŋ$	ŋ	11
ɣ	ɣ	10
^r	r	10
ʒ$	ʒ	9
s$	s	9
u$	u	8
p	p	8
f	f	8
ᵐb	ⁿb	8
x	x	8
_	+	7
t$	t	7
k	k	7
x$	x	7
^s	s	6
m$	m	6
t͡ʃ	tʃ	6
ɔ$	ɔ	6
ʒ	ʒ	5
ᵐʙ	ⁿʙ	5
t͡ʃ$	tʃ	4
β	β	4
^ŋ	ŋ	4
^h	h	4
o$	o	4
r$	r	4
^ɪ	ɪ	4
l	l	3
ᵐbʷ	ⁿbʷ	3
ɸ$	ɸ	3
^ᵐʙ	ⁿʙ	3
^t	t	3
fʷ	fʷ	3
ʉ	ʉ	2
rs	r s	2
^a	a	2
b	b	2
ʊ	ʊ	2
^b	b	2
^ⁿd	ⁿd	2
^fʷ	fʷ	2
^t͡ʃ	tʃ	2
^k	k	2
ə$	ə	2
ᵑg	ⁿg	2
vʷ	vʷ	2
^ⁿt	ⁿt	1
ⁿd	ⁿd	1
ns	n s	1
f$	f	1
^d	d	1
z$	z	1
ᵐp	ⁿp	1
$	NULL	1
^ᵐb	ⁿb	1
l$	l	1
^v	v	1
ɔ	ɔ	1
^u	u	1
vs	v s	1
ə	ə	1
βʷ	βʷ	1
