Grapheme	IPA	Frequency
a	a	144
^-	NULL	72
-	+	46
ɪ	ɪ	45
u	u	41
m	m	40
r	r	36
i$	i	34
n$	n	32
^n	n	24
r$	r	22
i	i	21
s	s	19
n	n	18
o	o	18
v	v	15
p	p	15
ɛ	ɛ	14
t	t	14
ŋ$	ŋ	14
x	x	13
l	l	13
ʧ	tʃ	13
ᵐb	ⁿb	12
ə	ə	12
ɣ	ɣ	11
x$	x	11
e	e	11
k	k	10
ŋ	ŋ	10
ʊ	ʊ	9
æ	æ	9
o$	o	8
e$	e	8
^ɲ	ɲ	7
^p	p	7
^ⁿdʳ	ⁿdʳ	7
^x	x	7
^m	m	7
u$	u	6
s$	s	6
f	f	6
m$	m	5
^t	t	5
ʧ$	tʃ	5
w	w	5
l$	l	5
^l	l	5
t͡ʃ	tʃ	4
p$	p	4
^h	h	4
a$	a	4
h	h	4
ᵐbʷ	ⁿbʷ	4
^ᵐb	ⁿb	4
vʷ	vʷ	3
mʷ	mʷ	3
_	+	3
b$	b	3
^ɣ	ɣ	3
ɲ	ɲ	3
^f	f	3
ᴩ	p	3
ʉ	ʉ	3
ᵑg	ⁿg	3
^r	r	2
^a	a	2
^s	s	2
nʒ	ⁿʒ	2
ⁿdʳ	ⁿdʳ	2
^ᵐʙ	ⁿʙ	2
ᵐʙ	ⁿʙ	2
j	j	2
f$	f	2
v$	v	2
^ᴩ	p	2
ⁿdʳ$	ⁿdʳ	2
^ʧ	tʃ	1
^i	i	1
^ɛ	ɛ	1
^ns	n s	1
b	b	1
^ᵐbʷ	ⁿbʷ	1
ɾ	ɾ	1
^ⁿd	ⁿd	1
^b	b	1
^ʃ	ʃ	1
ʃ	ʃ	1
ⁿd	ⁿd	1
ɣs	ɣ s	1
^u	u	1
j$	j	1
^k	k	1
ɔ	ɔ	1
t͡s	ts	1
χ	χ	1
^v	v	1
t͡ʃ$	tʃ	1
z	z	1
ɔ$	ɔ	1
