Grapheme	IPA	Frequency
a	a	104
-	+	86
i	i	48
^n	n	43
ɛ	ɛ	39
n	n	36
l	l	35
r	r	32
n$	n	32
^i	i	31
m	m	31
^-	NULL	29
i$	i	27
t	t	26
v	v	20
u	u	19
ɪ	ɪ	18
p	p	18
ə	ə	17
a$	a	15
t$	t	12
e$	e	12
k$	k	12
x	x	11
u$	u	10
^l	l	10
s	s	9
l$	l	9
^p	p	9
ɣ	ɣ	9
w	w	9
_	+	7
^s	s	6
^m	m	6
ⁿd	ⁿd	6
o$	o	6
r$	r	6
k	k	6
^v	v	6
^t	t	6
x$	x	6
p$	p	6
^x	x	5
e	e	5
^a	a	4
s$	s	4
v$	v	4
m$	m	3
^k	k	3
d	d	3
ⁿdʳ	ⁿdʳ	3
-$	NULL	3
o	o	3
^r	r	3
^h	h	2
^ⁿd	ⁿd	2
nn	n n	2
aa	aː	2
ms	m s	1
ɬ$	ɬ	1
ɬ	ɬ	1
d$	d	1
^ɣ	ɣ	1
^ⁿdʳ	ⁿdʳ	1
^o	o	1
^mʷ	mʷ	1
^w	w	1
f	f	1
ɣ$	ɣ	1
