Grapheme	IPA	Frequency
a	a	264
u	u	114
i	i	86
n	n	84
a$	a	81
β	β	76
l	l	76
r	r	72
o	o	72
e	e	62
_	+	60
t	t	52
u$	u	46
i$	i	41
s	s	40
e$	e	39
^t	t	38
^p	p	29
m	m	26
^s	s	24
n$	n	24
p	p	22
o$	o	22
t͡ʃ	tʃ	21
^m	m	20
k	k	19
^l	l	18
^r	r	18
^n	n	17
^a	a	17
ʔ	ʔ	16
w	w	15
^t͡ʃ	tʃ	15
^w	w	14
^β	β	13
aː	aː	11
v	v	10
s$	s	10
j$	j	9
^i	i	9
^mʷ	mʷ	8
^k	k	8
ɣ	ɣ	7
^u	u	6
^pʷ	pʷ	6
^e	e	6
l$	l	5
pʷ	pʷ	5
mʷ	mʷ	5
ʔ$	ʔ	5
^x	x	5
^v	v	4
^ʔ	ʔ	4
m$	m	4
c	c	3
^aː	aː	3
w$	w	3
j	j	2
x	x	2
^o	o	2
^h	h	2
p$	p	2
ɦ	ɦ	2
iː	iː	2
d	d	2
^ɣ	ɣ	2
^eː	eː	2
^c	c	1
uː	uː	1
h	h	1
^uː	uː	1
ll	lː	1
ŭ$	ŭ	1
ls	l s	1
