Grapheme	IPA	Frequency
a	a	133
e	e	117
_	+	88
m	m	55
u	u	51
i	i	51
^n	n	49
l	l	49
ə	ə	38
n	n	38
s	s	37
o	o	37
t	t	34
k	k	24
c	c	23
f	f	23
k$	k	22
ɾ	ɾ	21
n$	n	21
ŋ	ŋ	19
v	v	17
r	r	17
b	b	15
^p	p	15
$	NULL	14
p	p	14
^m	m	13
l$	l	13
^s	s	12
^t	t	11
p$	p	11
a$	a	10
m$	m	9
w	w	9
e$	e	9
^l	l	8
t$	t	8
ʊ	ʊ	6
ŋ$	ŋ	6
^ŋ	ŋ	6
fs	f s	6
s$	s	5
^c	c	5
lw	lʷ	5
^o	o	5
oʷ	o ʷ/w	5
ɪ	ɪ	4
^b	b	4
^mʷ	mʷ	4
x	x	4
i$	i	3
j	j	3
ɾ$	ɾ	3
u$	u	3
bʷ	bʷ	3
uʷa	u w a	3
^ɾ	ɾ	3
d	d	3
əʷa	ə w a	3
^ⁿd	ⁿd	2
^k	k	2
æ	æ	2
ɪ$	ɪ	2
ɪʲa	ɪ j a	2
ns	n s	2
iʲa	i j a	2
f$	f	2
r$	r	2
^a	a	2
x$	x	1
^v	v	1
mʷ	mʷ	1
ʷl	ʷl	1
_ⁿd	+ ⁿd	1
ɸ$	ɸ	1
iʲe	i j e	1
^pʷ	pʷ	1
pʷ	pʷ	1
^r	r	1
ⁿt	ⁿt	1
ʊʷe	ʊ w e	1
^w	w	1
ɸ	ɸ	1
ɛ	ɛ	1
eʲ	eʲ/ei̯	1
o$	o	1
ɪʲe	ɪ j e	1
ɾw	ɾʷ	1
tʷ	tʷ	1
^f	f	1
uʷe	u w e	1
