Grapheme	IPA	Frequency
a	a	127
i	i	65
e	e	64
r	r	41
o	o	41
u$	u	41
-	+	37
u	u	34
ᵑɡ	ⁿg	34
^k	k	32
^t	t	23
k$	k	21
l$	l	19
o$	o	19
^f	f	18
i$	i	18
^m	m	18
l	l	16
t	t	15
n$	n	15
m	m	14
e$	e	14
^l	l	14
n	n	14
^h	h	11
a$	a	11
v	v	10
ᵐb	ⁿb	9
ŋ	ŋ	9
ɡ	g	9
k	k	9
ⁿd	ⁿd	8
h	h	8
^ᵐb	ⁿb	8
^r	r	8
^mʷ	mʷ	7
^ᵑɡʷ	ⁿgʷ	7
^w	w	7
t$	t	6
^s	s	6
w	w	5
s$	s	5
s	s	5
^n	n	5
_	+	5
^ɡ	g	5
^a	a	5
f	f	4
^ⁿd	ⁿd	4
ᵑɡʷ	ⁿgʷ	3
h$	h	3
f$	f	3
^o	o	3
m$	m	2
^ŋ	ŋ	2
^e	e	2
p˺$	p̚	2
^ŋʷ	ŋʷ	2
k˺$	k̚	2
ŋ$	ŋ	2
r$	r	2
t˺$	t̚	2
ŋʷ	ŋʷ	2
i̥$	i̥	2
ə	ə	1
^nʲ	nʲ	1
^hʲ	hʲ	1
ŋʲ	ŋʲ	1
nh	nʰ	1
ʊ	ʊ	1
u̥$	u̥	1
^ᵑgʷ	ⁿgʷ	1
w$	w	1
kʰ$	kʰ	1
^kʷ	kʷ	1
^ɡʷ	gʷ	1
kʷ	kʷ	1
kh	kʰ	1
d	d	1
^i	i	1
t̪$	t̪	1
^u	u	1
β	β	1
b˺$	b̚/b	1
p$	p	1
^ᵐbʷ	ⁿbʷ	1
