Grapheme	IPA	Frequency
a	a	135
-	+	109
ɛ	ɛ	79
^-	NULL	59
l	l	54
u	u	49
t	t	40
r	r	39
m	m	37
v	v	35
o	o	35
i$	i	35
ɛ$	ɛ	34
s	s	32
^a	a	31
i	i	30
ŋ	ŋ	29
^i	i	27
n	n	27
ᵐb	ⁿb	23
ɪ	ɪ	22
^ɛ	ɛ	18
w	w	18
^n	n	18
k	k	16
l$	l	13
ʊ	ʊ	13
_	+	13
n$	n	13
mʷ	mʷ	12
s$	s	10
e$	e	10
u$	u	10
a$	a	9
ə	ə	9
ɔ$	ɔ	8
ⁿd	ⁿd	8
k$	k	7
r$	r	7
t$	t	7
^l	l	5
ⁿdʳ	ⁿdʳ	5
ɔ	ɔ	5
^k	k	4
x	x	4
e	e	4
z$	z	4
ᵑg	ⁿg	3
œ	œ	3
^ᵐb	ⁿb	3
g	g	3
æ	æ	3
b$	b	3
vs	v s	2
^d	d	2
^ⁿdʳ	ⁿdʳ	2
ᵐbʷ	ⁿbʷ	2
^h	h	2
^v	v	2
^ⁿd	ⁿd	2
β	β	2
ə$	ə	2
vʷ	vʷ	2
ks	k s	2
^t	t	2
ŋ$	ŋ	2
ɸ$	ɸ	2
mᵇ$	ⁿb	2
o$	o	2
d	d	2
vw	vʷ	2
^iˑ	iˑ	1
ɺ$	ɺ	1
__	+	1
^b	b	1
^w	w	1
^ŋ	ŋ	1
^ᵑg	ⁿg	1
rs	r s	1
^ᵐbʷ	ⁿbʷ	1
aː	aː	1
^m	m	1
-$	NULL	1
^mʷ	mʷ	1
aˑ	aˑ	1
b	b	1
ᵐp	ⁿp	1
$	NULL	1
ⁿ	ⁿ/n	1
ð	ð	1
p$	p	1
z	z	1
^æ	æ	1
sw	sʷ	1
^ɪ	ɪ	1
kʰ$	kʰ	1
v$	v	1
š	ʃ	1
ᵑk$	ⁿk	1
_ⁿd	+ ⁿd	1
