Grapheme	IPA	Frequency
a	a	120
^-	NULL	69
-	+	64
n	n	57
u	u	49
o	o	48
i	i	47
r	r	44
l	l	37
n$	n	32
^n	n	32
e$	e	29
ɛ	ɛ	26
h	h	24
v	v	22
m	m	22
t	t	21
ɣ	ɣ	21
i$	i	20
e	e	18
ɛ$	ɛ	16
_	+	14
ð	ð	13
ᵐb	ⁿb	13
x	x	12
r$	r	12
t$	t	11
^i	i	10
^ɣ	ɣ	9
ɪ	ɪ	9
^ᵐb	ⁿb	8
u$	u	7
l$	l	6
ŋ	ŋ	6
^m	m	6
^h	h	6
^v	v	6
s	s	6
x$	x	6
a$	a	5
^t	t	5
k	k	5
^k	k	4
ɔ$	ɔ	4
s$	s	4
h$	h	4
^r	r	3
^ð	ð	3
ŋ$	ŋ	3
ʉ	ʉ	2
g	g	2
v$	v	2
^a	a	2
k$	k	2
^x	x	2
ð$	ð	2
^u	u	2
b$	b	2
χ	χ	2
o$	o	2
j	j	1
f	f	1
^χ	χ	1
ʃ	ʃ	1
ɪ$	ɪ	1
b	b	1
a͡ul	au l	1
$	NULL	1
^ɲ	ɲ	1
m$	m	1
^w	w	1
^t͡ʃ	tʃ	1
oo	oː	1
^ⁿd	ⁿd	1
ɸ$	ɸ	1
ɔ	ɔ	1
ii	iː	1
rs	r s	1
rh	rʰ	1
^l	l	1
