Grapheme	IPA	Frequency
a	a	102
-	+	101
^n	n	51
u	u	48
ɪ	ɪ	48
i	i	47
o	o	43
l	l	39
m	m	31
^-	NULL	29
ɛ	ɛ	29
ɣ	ɣ	27
^i	i	25
t	t	25
r	r	25
k$	k	23
n$	n	20
_	+	20
s	s	19
ɾ	ɾ	19
v	v	19
n	n	19
e	e	16
p	p	16
l$	l	13
w	w	13
t$	t	11
e$	e	11
s$	s	11
ə	ə	9
k	k	8
a$	a	8
ŋ	ŋ	7
x$	x	7
^l	l	7
^m	m	6
u$	u	5
^x	x	5
^r	r	5
^w	w	5
o$	o	5
ə$	ə	5
m$	m	4
ɔ	ɔ	4
r$	r	4
pʷ	pʷ	4
ɔ$	ɔ	4
^ⁿz	ⁿz	4
ŋ$	ŋ	4
v$	v	3
h	h	3
^mʷ	mʷ	3
ɛ$	ɛ	3
i$	i	3
z	z	3
β$	β	3
^s	s	3
^h	h	3
^ⁿd	ⁿd	3
t͡s$	ts	3
ʧ	tʃ	3
ɾ$	ɾ	3
b$	b	3
mʷ	mʷ	3
p$	p	3
ᵐb	ⁿb	2
x	x	2
^ŋ	ŋ	2
^ᵑg	ⁿg	2
^k	k	2
^ᵐb	ⁿb	2
^ᵐbʷ	ⁿbʷ	2
^v	v	2
^p	p	2
^t	t	2
vʷ	vʷ	2
ɸ$	ɸ	2
b	b	1
ms	m s	1
oo	oː	1
^ⁿʒ	ⁿʒ	1
^g	g	1
ŋs	ŋ s	1
ɪʰ$	ɪ ʰ/h	1
u͂	ũ	1
h$	h	1
æ	æ	1
nʰ$	nʰ	1
š$	ʃ	1
lw	lʷ	1
ʧ$	tʃ	1
w$	w	1
vs	v s	1
g	g	1
t͡s	ts	1
ⁿ	ⁿ/n	1
ɪ$	ɪ	1
uu	uː	1
^ɣ	ɣ	1
