Grapheme	IPA	Frequency
a	a	120
-	+	103
^-	NULL	68
^n	n	66
ɛ	ɛ	52
n$	n	44
i	i	39
u	u	38
o	o	35
m	m	35
l	l	29
ɪ	ɪ	28
r	r	22
t	t	22
s	s	18
n	n	17
v	v	16
l$	l	16
f	f	15
e	e	14
i$	i	14
m$	m	13
ŋ	ŋ	13
r$	r	13
x	x	11
ᵐb	ⁿb	11
u$	u	10
t$	t	10
x$	x	9
h$	h	9
ⁿd	ⁿd	9
w	w	8
^i	i	7
ŋ$	ŋ	7
mʷ	mʷ	7
^ᵑg	ⁿg	7
aa	aː	7
_	+	7
ⁿt͡ʃ	ⁿtʃ	6
ᵑg	ⁿg	6
s$	s	6
ɣ	ɣ	5
e$	e	5
ʔ$	ʔ	5
^t͡ʃ	tʃ	4
^m	m	4
o$	o	3
ⁿdʳ	ⁿdʳ	3
^a	a	3
^ᵐb	ⁿb	3
_ⁿdʳ	+ ⁿdʳ	2
ᵐbʷ	ⁿbʷ	2
^l	l	2
ɔ	ɔ	2
vʷ	vʷ	2
ɲ	ɲ	2
oo	oː	2
t͡ʃ	tʃ	2
f$	f	2
^s	s	1
oo$	oː	1
v$	v	1
^f	f	1
^ᵐbʷ	ⁿbʷ	1
^ii$	iː	1
ɔ$	ɔ	1
^r	r	1
^t	t	1
nw	nʷ	1
rw	rʷ	1
ⁿ	ⁿ/n	1
z	z	1
ⁿt͡s	ⁿts	1
p˺$	p̚	1
d$	d	1
fʷ	fʷ	1
ʔ	ʔ	1
rᵑ	rⁿ	1
g	g	1
h	h	1
ʊ	ʊ	1
^ⁿd	ⁿd	1
^fʷ	fʷ	1
