Grapheme	IPA	Frequency
a	a	104
a$	a	99
u	u	77
i	i	74
l	l	68
r	r	59
n	n	56
o	o	52
m	m	44
e	e	44
i$	i	31
^m	m	31
^k	k	30
j	j	29
^l	l	26
^p	p	26
k	k	23
t	t	22
ŋ	ŋ	20
u$	u	18
s	s	17
g	g	17
p	p	16
^s	s	15
e$	e	15
ɛ	ɛ	14
o$	o	14
^t	t	13
^n	n	13
$	NULL	11
a:	aː	11
_	+	10
^o	o	10
^j	j	9
^mʷ	mʷ	7
v	v	7
i:	iː	7
w	w	7
j$	j	6
^i	i	6
^d	d	5
mʷ	mʷ	4
a:$	aː	4
u:	uː	4
n᷈a	n a	4
^a	a	4
o:	oː	4
aʰu	a h u	3
^e	e	3
^w	w	3
i:$	iː	3
ʰ	h	3
^ʋ	ʋ	3
ʋ	ʋ	3
l$	l	3
n$	n	3
pʷ	pʷ	2
^v	v	2
oo	oː	2
e:$	eː	2
ɔ	ɔ	2
ŋ$	ŋ	2
uʷe	u w e	1
ʰo	h o	1
ⁱ	i	1
^mᵚ	mʷ	1
mᵚ	mʷ	1
ᵐb	ⁿb	1
^i:	iː	1
mw	mʷ	1
^u	u	1
h	h	1
ʷ	w	1
s$	s	1
^kʷ	kʷ	1
^ŋ	ŋ	1
e:	eː	1
^oʰu	o h u	1
ɑ:j	ɑːi̯	1
