Grapheme	IPA	Frequency
a	a	181
a$	a	67
u	u	58
i	i	55
u$	u	51
r	r	46
n	n	43
t	t	38
o	o	37
l	l	36
ᵑɡ	ⁿg	34
-	+	33
e	e	31
i$	i	30
^t	t	27
s	s	27
e$	e	22
m	m	19
^x	x	17
^m	m	16
^s	s	15
^r	r	14
β	β	14
ŋ	ŋ	14
o$	o	14
_	+	13
^l	l	12
^xʷ	xʷ	12
^ⁿd	ⁿd	11
^w	w	11
^ɸ	ɸ	11
w	w	10
ɣ	ɣ	10
x	x	9
^ŋʷ	ŋʷ	7
ⁿd	ⁿd	6
^n	n	6
^ᵐb	ⁿb	6
^u	u	6
^ɡ	g	5
^a	a	5
^ᵑɡʷ	ⁿgʷ	5
ɸ	ɸ	4
d	d	4
^e	e	4
^mʷ	mʷ	4
l$	l	3
ɰʷ	ɰʷ	3
ᵑɡʷ	ⁿgʷ	3
ɸ$	ɸ	3
ᵐb	ⁿb	3
^o	o	3
ŋ$	ŋ	3
xʷ	xʷ	3
n$	n	3
x$	x	3
m$	m	2
^i	i	2
^ᵑɡ	ⁿg	2
ŋʷ	ŋʷ	2
^f	f	2
k	k	2
^ɸʲ	ɸʲ	1
h$	h	1
v	v	1
ɣʷ	ɣʷ	1
p̚$	p̚	1
s$	s	1
^k	k	1
rᵑ	rⁿ	1
ɡʷ	gʷ	1
sw	sʷ	1
^ɸʷ	ɸʷ	1
b	b	1
t$	t	1
rs	r s	1
r$	r	1
