Grapheme	IPA	Frequency
-	+	116
i	i	69
ɛ	ɛ	57
l	l	36
a	a	36
o	o	34
^i	i	33
^n	n	31
m	m	30
u	u	28
t	t	25
ɪ	ɪ	25
^p	p	24
n$	n	22
k$	k	20
s	s	19
r	r	17
v	v	16
s$	s	16
ŋ	ŋ	16
e	e	15
ə	ə	15
n	n	13
ʧ	tʃ	13
ɣ	ɣ	11
p	p	11
ɔ	ɔ	11
l$	l	10
x$	x	10
t$	t	9
^-	NULL	9
i$	i	8
e$	e	7
^m	m	7
r$	r	7
^ɛ	ɛ	7
^l	l	7
ʧ$	tʃ	7
^b	b	7
m$	m	6
u$	u	5
^k	k	5
_	+	5
^s	s	5
^ⁿd	ⁿd	5
x	x	5
ⁿd	ⁿd	5
w	w	5
k	k	4
ɛ$	ɛ	4
^t	t	4
ᵐb	ⁿb	4
ɔ$	ɔ	4
ŋ$	ŋ	4
ɸ$	ɸ	4
^ᵐb	ⁿb	3
b	b	3
a$	a	2
^e	e	2
o$	o	2
ʊ	ʊ	2
tʰ$	tʰ	2
^r	r	2
t͡s$	ts	2
tʰ	tʰ	1
^h	h	1
^pʷ	pʷ	1
_ⁿd	+ ⁿd	1
^ʧ	tʃ	1
mʷ	mʷ	1
ə$	ə	1
xs	x s	1
ɾ	ɾ	1
b$	b	1
-$	NULL	1
^ɪ	ɪ	1
β$	β	1
ms	m s	1
^w	w	1
vs	v s	1
v$	v	1
β	β	1
t͡s	ts	1
d	d	1
vʷ	vʷ	1
