Grapheme	IPA	Frequency
a	a	94
i	i	52
ɛ	ɛ	42
l	l	34
m$	m	30
^s	s	28
t	t	27
o	o	26
a$	a	25
n$	n	24
n	n	24
t$	t	20
u	u	20
ɪ	ɪ	19
r	r	18
^w	w	17
ɔ	ɔ	16
^k	k	16
^t	t	15
i$	i	15
m	m	15
k	k	14
k$	k	14
^f	f	12
^l	l	12
d	d	10
^h	h	10
^b	b	10
^n	n	9
s	s	9
^m	m	9
^d	d	9
f	f	8
_	+	8
^r	r	8
p$	p	8
s$	s	8
d$	d	7
e	e	6
^p	p	6
u$	u	5
f$	f	5
ə	ə	5
^j	j	5
^a	a	5
l$	l	5
p	p	5
^o	o	4
o$	o	4
^ɛ	ɛ	4
dᵗ$	dᵗ/d	4
^ʃ	ʃ	4
b	b	4
ɔ$	ɔ	3
e$	e	3
ʧ$	tʃ	3
ŋw	ŋʷ	2
ŋ$	ŋ	2
v	v	2
w	w	2
p˺$	p̚	2
^g	g	2
ʊ	ʊ	2
ks$	k s	1
β	β	1
^e	e	1
^tw	tʷ	1
h	h	1
θ	θ	1
^i	i	1
fᵗ$	fᵗ/f	1
j	j	1
^ɪ	ɪ	1
ns	n s	1
nᵗ$	nᵗ/ⁿt	1
ks	k s	1
ʧ	tʃ	1
ʃ$	ʃ	1
lw	lʷ	1
^y	j	1
ʃ	ʃ	1
tw	tʷ	1
^hʷ	hʷ	1
kw	kʷ	1
