Grapheme	IPA	Frequency
-	+	161
a	a	147
ɪ	ɪ	81
^n	n	73
u	u	68
i	i	64
s	s	54
n$	n	50
m	m	44
^i	i	40
l	l	36
o	o	35
ɣ	ɣ	31
t	t	31
v	v	29
r	r	28
ɛ	ɛ	26
ŋ	ŋ	24
^a	a	24
ᵐb	ⁿb	22
l$	l	21
ⁿd	ⁿd	20
n	n	18
^-	NULL	18
s$	s	16
æ	æ	15
t$	t	14
u$	u	12
e	e	12
r$	r	11
x	x	10
_	+	10
x$	x	10
i$	i	9
ⁿdʳ	ⁿdʳ	8
ᵐʙ	ⁿʙ	8
p	p	8
o$	o	7
k$	k	7
e$	e	7
ŋ$	ŋ	7
^s	s	7
k	k	6
^m	m	5
m$	m	4
ᵐbʷ	ⁿbʷ	4
^ⁿd	ⁿd	4
^l	l	4
b$	b	4
mʷ	mʷ	3
w	w	3
ə	ə	3
p$	p	3
^ᵐb	ⁿb	3
b	b	3
ʊ	ʊ	3
^u	u	3
^o	o	2
^t	t	2
v$	v	2
_ⁿd	+ ⁿd	2
$	NULL	2
ᵑg	ⁿg	2
^k	k	1
ʧ	tʃ	1
ʉ	ʉ	1
a$	a	1
z	z	1
^r	r	1
^ᵑg	ⁿg	1
rs	r s	1
^æ	æ	1
ʙ$	ʙ	1
vʷ	vʷ	1
pʷ	pʷ	1
vs	v s	1
g	g	1
ks	k s	1
aa	aː	1
ɸ$	ɸ	1
ɛʰ$	ɛ ʰ/h	1
^mʷ	mʷ	1
ʉ$	ʉ	1
t͡s	ts	1
j	j	1
ʙ	ʙ	1
^ɛ	ɛ	1
