Grapheme	IPA	Frequency
a	a	184
a$	a	54
i	i	48
k$	k	42
r	r	39
o	o	37
^t	t	33
l	l	31
t	t	30
e	e	26
u	u	25
ɪ	ɪ	22
n	n	20
^s	s	19
^m	m	18
^r	r	17
e$	e	17
^ɸ	ɸ	16
m	m	15
^l	l	14
o$	o	14
^h	h	13
^x	x	13
β	β	12
x	x	12
^mʷ	mʷ	11
s	s	11
n$	n	11
l$	l	10
s$	s	9
r$	r	9
f	f	8
ŋ	ŋ	8
ɣ	ɣ	8
i$	i	7
^ᵐbʷ	ⁿbʷ	7
β$	β	7
ŋ$	ŋ	7
_	+	6
^ⁿd	ⁿd	6
ᵑɡ	ⁿg	6
^f	f	6
mʷ	mʷ	6
ⁿd	ⁿd	5
u$	u	5
^ᵑɡ	ⁿg	5
^j	j	5
^w	w	5
t$	t	4
m$	m	4
^u	u	4
^ɸʷ	ɸʷ	4
ᵐbʷ	ⁿbʷ	4
^ᵐb	ⁿb	4
^n	n	3
v	v	3
h	h	3
ɛ$	ɛ	3
ᵐb	ⁿb	2
ɸ	ɸ	2
x$	x	2
^i	i	2
pʷ	pʷ	1
p	p	1
tʷ	tʷ	1
i:$	iː	1
j	j	1
ns	n s	1
ɸʷ	ɸʷ	1
βʷ	βʷ	1
ɐ	ɐ	1
ə	ə	1
k̚$	k̚	1
^ᵑg	ⁿg	1
_ⁿd	+ ⁿd	1
^k	k	1
k	k	1
nh	nʰ	1
^ŋ	ŋ	1
ɛ	ɛ	1
p$	p	1
sw	sʷ	1
ms	m s	1
ⁿ	ⁿ/n	1
ii	iː	1
a:	aː	1
