Grapheme	IPA	Frequency
a	a	94
-	+	84
^-	NULL	55
^n	n	51
ɪ	ɪ	51
i	i	45
o	o	42
l	l	38
n$	n	37
m	m	35
t	t	33
u	u	30
ɣ	ɣ	25
ɛ	ɛ	25
r	r	23
s	s	18
v	v	17
l$	l	14
r$	r	13
ŋ	ŋ	12
^ᵐb	ⁿb	12
x$	x	12
e	e	11
s$	s	10
t$	t	10
a$	a	9
ɔ	ɔ	8
i$	i	8
e$	e	8
p	p	8
u$	u	7
^s	s	6
m$	m	6
^i	i	6
ⁿd	ⁿd	6
^h	h	6
ŋ$	ŋ	6
ᵐʙ	ⁿʙ	6
p$	p	6
ʊ	ʊ	5
_	+	5
n	n	5
ɔ$	ɔ	5
ᵐb	ⁿb	5
^a	a	4
^ᵑg	ⁿg	4
f	f	4
ɑ	ɑ	3
ᵐbʷ	ⁿbʷ	3
æ	æ	3
^m	m	3
^l	l	3
^ŋ	ŋ	2
_ⁿdʳ	+ ⁿdʳ	2
h	h	2
x	x	2
ⁿdʳ	ⁿdʳ	2
^ⁿd	ⁿd	2
z$	z	2
ᵑg	ⁿg	2
^fʷ	fʷ	2
ls	l s	2
χ	χ	2
^mʷ	mʷ	1
æ$	æ	1
ⁿdʳ$	ⁿdʳ	1
^e	e	1
ð$	ð	1
ns	n s	1
β	β	1
ð	ð	1
z	z	1
ɾ$	ɾ	1
ə	ə	1
ᵐʙs	ⁿʙ s	1
mʷ	mʷ	1
w	w	1
ɛ$	ɛ	1
^v	v	1
ɲ	ɲ	1
^f	f	1
b	b	1
b$	b	1
fʷ	fʷ	1
k$	k	1
kh	kʰ	1
k	k	1
rᵑ	rⁿ	1
g	g	1
œ	œ	1
