Grapheme	IPA	Frequency
a	a	86
l	l	34
i	i	29
u	u	27
^m	m	26
e	e	24
t	t	23
m	m	23
n$	n	23
h	h	18
n	n	18
k$	k	17
ɾ	ɾ	16
b	b	14
p	p	14
a$	a	14
e$	e	14
l$	l	13
ŋ	ŋ	13
ɪ	ɪ	12
k	k	11
o	o	11
u$	u	10
r	r	10
^t	t	9
ɛ$	ɛ	9
^b	b	9
^k	k	9
ɛ	ɛ	9
^ɛ	ɛ	9
m$	m	8
^l	l	8
^w	w	8
i$	i	8
^e	e	8
t$	t	7
ɔ	ɔ	7
^h	h	6
^ɾ	ɾ	5
^o	o	5
^a	a	5
h$	h	5
^ɡ	g	4
^ɔ	ɔ	4
^p	p	4
^i	i	3
^bw	bʷ	3
^n	n	3
ɪ$	ɪ	3
^r	r	3
^s	s	3
s	s	3
p$	p	3
ɾ$	ɾ	2
d	d	2
ʊ	ʊ	2
^d	d	2
ɔ$	ɔ	2
^ʊ	ʊ	2
ŋ$	ŋ	2
^mw	mʷ	2
o$	o	2
r$	r	2
^ŋ	ŋ	1
ɡ	g	1
β	β	1
^ɪ	ɪ	1
^e$	e	1
ʊ$	ʊ	1
βw	βʷ	1
bw	bʷ	1
^y	j	1
^pw	pʷ	1
u:	uː	1
^iya	i j a	1
lh	lʰ	1
w	w	1
