Grapheme	IPA	Frequency
-	+	119
a	a	107
o	o	55
m	m	45
a$	a	44
^n	n	43
ɛ	ɛ	39
l	l	38
u	u	37
i	i	37
e	e	36
ᵐb	ⁿb	35
^-	NULL	31
ɣ	ɣ	31
r	r	31
v	v	29
n	n	29
t	t	26
s	s	25
^i	i	24
^u	u	22
e$	e	19
n$	n	18
ŋ	ŋ	17
m$	m	14
ɪ	ɪ	13
l$	l	11
ⁿd	ⁿd	11
^t	t	11
s$	s	10
_	+	9
^a	a	9
ŋ$	ŋ	8
ⁿdʳ	ⁿdʳ	7
^m	m	6
x$	x	6
k	k	6
t$	t	6
r$	r	5
o$	o	5
^ᵐb	ⁿb	5
b$	b	5
^ŋ	ŋ	4
i$	i	4
x	x	4
ə	ə	4
^ɣ	ɣ	3
^ᵑg	ⁿg	3
ɔ$	ɔ	3
ᵑg	ⁿg	3
ɔ	ɔ	2
ʊ	ʊ	2
u$	u	2
^l	l	2
^f	f	2
rs	r s	2
p$	p	2
ɸ$	ɸ	2
p	p	2
h$	h	2
ŋs	ŋ s	2
^h	h	2
ɬ$	ɬ	1
^s	s	1
ʁ	ʁ	1
b	b	1
β	β	1
ʧ	tʃ	1
-$	NULL	1
vs	v s	1
^ⁿd	ⁿd	1
^x	x	1
tʰ$	tʰ	1
ɣs	ɣ s	1
^mʷ	mʷ	1
β$	β	1
w	w	1
^p	p	1
ᵐbs	ⁿb s	1
d$	d	1
ʧ$	tʃ	1
ms	m s	1
f	f	1
