Grapheme	IPA	Frequency
a	a	158
a$	a	66
i	i	54
u$	u	40
e	e	39
o	o	39
r	r	39
l	l	37
i$	i	34
n	n	33
t	t	31
u	u	30
o$	o	29
ɣ	ɣ	27
^t	t	23
^ɸ	ɸ	22
^x	x	22
β	β	20
e$	e	19
^s	s	18
^m	m	18
^l	l	17
s	s	16
m	m	15
ᵑɡ	ⁿg	12
ŋ	ŋ	11
ⁿd	ⁿd	11
^mʷ	mʷ	10
^ᵐbʷ	ⁿbʷ	10
^r	r	8
^ᵐb	ⁿb	8
^ᵑɡ	ⁿg	7
ᵐb	ⁿb	7
^ɸʷ	ɸʷ	6
βʷ	βʷ	6
^a	a	6
ᵐbʷ	ⁿbʷ	5
^ŋ	ŋ	4
ɸ	ɸ	4
^ⁿd	ⁿd	4
^n	n	4
^o	o	3
ɪ$	ɪ	3
^w	w	3
ɛ$	ɛ	2
^u	u	2
_	+	2
x	x	2
ã	ã	1
ã$	ã	1
^j	j	1
xⁱ	xʲ	1
ns	n s	1
ɛ	ɛ	1
aʰ$	a ʰ/h	1
^i	i	1
_ⁿd	+ ⁿd	1
mʷ	mʷ	1
oʰ$	o ʰ/h	1
^ɛ	ɛ	1
ʊ	ʊ	1
w	w	1
k̚$	k̚	1
x$	x	1
