Grapheme	IPA	Frequency
a	a	93
^-	NULL	71
-	+	69
n$	n	52
ɪ	ɪ	51
^n	n	46
m	m	41
ɛ	ɛ	39
o	o	38
v	v	31
l	l	31
r	r	26
x	x	25
ʊ	ʊ	18
e	e	18
t	t	16
ɣ	ɣ	15
s$	s	15
s	s	15
r$	r	14
l$	l	12
u$	u	11
_	+	11
x$	x	11
f	f	11
ŋ	ŋ	10
^ᵑg	ⁿg	10
n	n	10
ᵐb	ⁿb	9
m$	m	8
i	i	8
t$	t	8
ŋ$	ŋ	8
p$	p	8
u	u	7
e$	e	7
^ᵐb	ⁿb	7
^m	m	6
^ⁿd	ⁿd	6
ʧ	tʃ	5
k$	k	4
^l	l	4
^ⁿʒ	ⁿʒ	4
^ⁿdʳ	ⁿdʳ	4
^i	i	4
ⁿdʳ	ⁿdʳ	4
^a	a	4
w	w	4
œ	œ	4
^s	s	3
^r	r	3
z$	z	3
ᵑg	ⁿg	3
ⁿʧ	ⁿtʃ	3
ɔ	ɔ	3
t͡s$	ts	3
^t	t	2
^v	v	2
^ʧ	tʃ	2
ɔ$	ɔ	2
ⁿdʳ$	ⁿdʳ	2
^ⁿʧ	ⁿtʃ	2
$	NULL	2
ᵐbʷ	ⁿbʷ	2
ʒ$	ʒ	2
ʧ$	tʃ	2
o$	o	2
ə	ə	2
^x	x	1
i$	i	1
b	b	1
ŋs	ŋ s	1
a$	a	1
p	p	1
z	z	1
æ	æ	1
ⁿʒ	ⁿʒ	1
ʒ	ʒ	1
_ⁿdʳ	+ ⁿdʳ	1
ᵑgs	ⁿg s	1
ɸ$	ɸ	1
ⁿd	ⁿd	1
xᵐb	x ⁿb	1
ʙ$	ʙ	1
t͡s	ts	1
^ɲ	ɲ	1
v$	v	1
f$	f	1
