Grapheme	IPA	Frequency
-	+	160
a	a	135
i	i	78
^n	n	78
u	u	75
o	o	63
^t	t	57
n	n	53
l	l	43
r	r	41
ɛ	ɛ	41
h	h	35
e$	e	32
n$	n	29
t	t	25
^-	NULL	19
m	m	19
ɪ	ɪ	19
ð	ð	18
ᵐb	ⁿb	16
ɣ	ɣ	15
v	v	15
a$	a	15
e	e	13
l$	l	12
ɾ	ɾ	11
w	w	11
k	k	11
x$	x	9
t$	t	8
_	+	8
^h	h	8
o$	o	8
k$	k	8
s	s	8
r$	r	8
ŋ	ŋ	7
ð$	ð	6
ɾ$	ɾ	6
i$	i	5
s$	s	5
ɛ$	ɛ	4
m$	m	4
d	d	3
^ɣ	ɣ	3
^l	l	3
ʒ	ʒ	3
u$	u	3
ɔ$	ɔ	3
ŋ$	ŋ	3
d$	d	3
h$	h	3
ɸ$	ɸ	3
vʷ	vʷ	3
p	p	3
^k	k	2
b	b	2
g	g	2
ⁿd	ⁿd	2
^w	w	1
^b	b	1
^i	i	1
^v	v	1
ə	ə	1
ʧ	tʃ	1
^d	d	1
mʷ	mʷ	1
rs	r s	1
^x	x	1
^u	u	1
^p	p	1
ɘ	ɘ	1
x	x	1
ʊ	ʊ	1
p$	p	1
