Grapheme	IPA	Frequency
-	+	160
a	a	148
^n	n	91
u	u	84
i	i	66
o	o	56
r	r	48
n	n	48
l	l	41
h	h	33
ɛ	ɛ	33
t	t	31
n$	n	25
^t	t	25
e$	e	24
k$	k	24
^-	NULL	21
v	v	21
m	m	20
ɪ	ɪ	20
ð	ð	19
ɣ	ɣ	19
a$	a	17
ᵐb	ⁿb	16
ɾ	ɾ	15
^h	h	12
l$	l	11
e	e	11
_	+	9
o$	o	9
t$	t	8
ŋ	ŋ	8
x$	x	7
k	k	6
ɔ$	ɔ	6
s	s	6
ð$	ð	5
^u	u	4
i$	i	4
s$	s	4
u$	u	4
d$	d	4
ɸ$	ɸ	4
w	w	4
^o	o	4
d	d	3
^ɣ	ɣ	3
^k	k	3
g	g	3
ŋ$	ŋ	3
x	x	3
p	p	3
^w	w	3
^l	l	2
b	b	2
ʒ	ʒ	2
ⁿd	ⁿd	2
h$	h	2
ɣ$	ɣ	2
ə	ə	2
r$	r	2
m$	m	2
ʊ	ʊ	2
ɬ$	ɬ	2
ɛ$	ɛ	1
^i	i	1
^a	a	1
^s	s	1
__	+	1
^ʧ	tʃ	1
β	β	1
ɾ$	ɾ	1
ɪ$	ɪ	1
^b	b	1
mʷ	mʷ	1
rs	r s	1
^p	p	1
$	NULL	1
p$	p	1
vʷ	vʷ	1
