Grapheme	IPA	Frequency
a	a	140
i	i	56
e	e	46
i$	i	44
e$	e	43
l	l	42
r	r	42
u$	u	39
u	u	38
o	o	37
k	k	35
^k	k	30
^t	t	29
t	t	28
o$	o	27
n	n	26
^m	m	25
a$	a	24
m	m	16
^f	f	16
h	h	16
^h	h	14
^l	l	12
ŋ	ŋ	11
ᵑɡ	ⁿg	11
ɛ$	ɛ	10
s	s	9
ᵐb	ⁿb	9
β	β	9
^ᵑɡʷ	ⁿgʷ	8
^r	r	8
f	f	7
ⁿd	ⁿd	7
^ᵐb	ⁿb	7
kʷ	kʷ	6
^s	s	6
^kʷ	kʷ	6
v	v	5
^a	a	5
ɛ	ɛ	5
^ŋ	ŋ	4
^ŋʷ	ŋʷ	4
ᵑɡʷ	ⁿgʷ	4
^ⁿd	ⁿd	4
ɪ$	ɪ	4
w	w	3
^n	n	3
^ᵑɡ	ⁿg	3
^ŋʲ	ŋʲ	2
_	+	2
ɪ	ɪ	2
ʊ	ʊ	2
ʊ$	ʊ	2
^ɸ	ɸ	2
^o	o	2
i̥$	i̥	2
ɔ$	ɔ	2
aiʲ	ai j	1
eʲ	eʲ/ei̯	1
^ɲ	ɲ	1
ɣ	ɣ	1
βʷ	βʷ	1
fʷ	fʷ	1
æ	æ	1
nh	nʰ	1
^ɪ	ɪ	1
a:	aː	1
ᵐbʷ	ⁿbʷ	1
ə	ə	1
^ᵑɡuⁿɡu	ⁿg u ⁿg u	1
$	NULL	1
^u	u	1
ŋʷ	ŋʷ	1
^d	d	1
^e	e	1
^i	i	1
^ᵐbʷ	ⁿbʷ	1
^mʷ	mʷ	1
d	d	1
ŋ$	ŋ	1
ⁿɡ	ⁿg	1
