Grapheme	IPA	Frequency
a	a	272
u	u	139
l	l	117
a$	a	98
o	o	90
r	r	83
β	β	80
i	i	74
n	n	68
e	e	68
^t	t	63
_	+	60
t	t	60
e$	e	58
m	m	52
s	s	49
^k	k	46
p	p	41
i$	i	38
o$	o	35
^e	e	35
u$	u	30
^m	m	29
k	k	26
aː	aː	24
^β	β	17
^s	s	16
^n	n	14
^p	p	13
ᵑk	ⁿk	13
ᵑɡ	ⁿg	13
^l	l	12
t͡ʃ	tʃ	11
j$	j	10
^a	a	9
n$	n	8
c	c	8
^i	i	7
w	w	6
ᵐp	ⁿp	6
j	j	6
^r	r	5
^w	w	5
^u	u	4
^ᵑɡ	ⁿg	3
v	v	2
k$	k	2
pʷ	pʷ	2
<ᶮ>	?	2
ɟ	ɟ	2
ə	ə	1
m$	m	1
^tw	tʷ	1
ns	n s	1
t$	t	1
^c	c	1
βs	β s	1
uː	uː	1
^d	d	1
β$	β	1
^aː	aː	1
