Grapheme	IPA	Frequency
a	a	86
l	l	52
i	i	51
_	+	50
ŋ	ŋ	39
g	g	39
u	u	36
n	n	31
e	e	26
^t	t	23
a$	a	21
c	c	21
ə	ə	17
o	o	16
k	k	15
u$	u	15
p	p	15
i$	i	14
s	s	14
w	w	13
^c	c	12
h	h	12
v	v	12
t	t	11
x	x	11
t$	t	9
^n	n	9
æ	æ	8
^ŋ	ŋ	8
a:	aː	7
l$	l	7
ɸ	ɸ	6
^k	k	6
d	d	6
e$	e	6
ɾ	ɾ	6
b	b	5
^a	a	5
ɨ	ɨ	4
ŋw	ŋʷ	4
ns	n s	3
^bw	bʷ	3
^ɸ	ɸ	3
m$	m	3
^w	w	2
^m	m	2
m	m	2
ɸʷ	ɸʷ	2
f	f	1
d̚	d̚	1
bw	bʷ	1
^b	b	1
æ:$	æː	1
^æ	æ	1
e:	eː	1
^h	h	1
n$	n	1
^bʷ	bʷ	1
pw	pʷ	1
pʷ	pʷ	1
