Grapheme	IPA	Frequency
a	a	104
^n	n	102
r	r	92
e	e	79
^m	m	62
o	o	54
n$	n	50
y	y	50
l	l	47
_	+	40
n	n	38
i	i	37
ɣ	ɣ	33
β	β	33
t	t	32
ð	ð	31
l$	l	29
ø	ø	29
$	NULL	28
k	k	25
a$	a	24
u	u	24
œ	œ	22
j	j	20
m	m	19
u$	u	19
ð$	ð	19
ɒ	ɒ	19
^j	j	17
e$	e	16
i$	i	16
p	p	15
m$	m	15
s	s	14
r$	r	14
x	x	14
ɹ	ɹ	14
ly	l y	13
^t	t	13
^o	o	13
eː	eː	12
p$	p	12
h	h	11
x$	x	11
^k	k	10
ŋ	ŋ	10
s$	s	9
^r	r	8
ɛ	ɛ	8
ɑ	ɑ	8
^l	l	8
^w	w	8
β$	β	7
^β	β	7
^x	x	6
ɾ	ɾ	6
^p	p	6
^s	s	5
ɔ	ɔ	5
^ð	ð	5
ⁿᵈr	ⁿdʳ
t$	t	4
w	w	4
h$	h	4
pː	pː	3
ɛ$	ɛ	3
^i	i	3
c	c	3
^h	h	3
^ms	m s	3
kw	k w	2
iː	iː	2
d	d	2
ɹː	ɹː	2
œː	œː	2
iː$	iː	2
o$	o	2
^ns	n s	2
rː	rː	2
k$	k	2
ls	l s	2
^c	c	2
xs	x s	1
nː	nː	1
^y	j	1
aː	aː	1
^e	e	1
tː	tː	1
^ŋ	ŋ	1
ŋ$	ŋ	1
uː	uː	1
lh	l h	1
ɾh	ɾ h	1
ɡ	g	1
ms	m s	1
ɑː	ɑː	1
rh	r h	1
^ɣ	ɣ	1
v	v	1
œ$	œ	1
ə	ə	1
βs	β s	1
b	b	1
sː	sː	1
j$	j	1
^iː	iː	1
rs	r s	1
^d	d	1
