Grapheme	IPA	Frequency
-	+	93
a	a	90
i	i	59
u	u	43
^-	NULL	38
^n	n	36
o	o	35
l	l	34
m	m	33
^i	i	30
ɛ	ɛ	30
ɪ	ɪ	30
r	r	29
ɣ	ɣ	26
k$	k	22
n$	n	20
t	t	19
v	v	18
s	s	16
s$	s	15
n	n	14
p	p	12
t$	t	11
ɾ$	ɾ	11
l$	l	10
^m	m	10
ə	ə	10
k	k	9
e	e	8
_	+	8
a$	a	8
x$	x	8
^l	l	8
w	w	8
x	x	7
ŋ	ŋ	7
ɸ$	ɸ	7
r$	r	6
u$	u	5
m$	m	5
e$	e	5
p$	p	5
ɾ	ɾ	4
^k	k	4
b	b	4
^ⁿz	ⁿz	4
t͡s$	ts	4
t͡s	ts	4
ŋ$	ŋ	4
^ⁿt͡ɕ	ⁿtɕ	4
o$	o	3
i$	i	3
^ᵐb	ⁿb	3
^v	v	3
^ⁿd	ⁿd	3
ʊ	ʊ	3
^r	r	3
ᵐb	ⁿb	2
v$	v	2
^ᵑg	ⁿg	2
ɔ$	ɔ	2
ɛ$	ɛ	2
^w	w	2
^ⁿʒ	ⁿʒ	2
ʃ	ʃ	2
mʷ	mʷ	2
ã$	ã	2
^ᵐbʷ	ⁿbʷ	2
ʧ	tʃ	2
^ɪ	ɪ	1
^mʷ	mʷ	1
u͂$	ũ	1
^h	h	1
^x	x	1
^s	s	1
^a	a	1
z	z	1
ms	m s	1
æ	æ	1
^u	u	1
ⁿd	ⁿd	1
ŋs	ŋ s	1
^t	t	1
ɬ$	ɬ	1
g	g	1
ᵐbʷ	ⁿbʷ	1
h	h	1
ɣs	ɣ s	1
^t͡s	ts	1
^p	p	1
ɔ͂$	ɔ̃	1
pʷ	pʷ	1
ʧ$	tʃ	1
