Grapheme	IPA	Frequency
a	a	155
-	+	89
ɛ	ɛ	69
^-	NULL	58
^n	n	51
u	u	45
l	l	44
t	t	44
i$	i	38
m	m	34
r	r	33
n	n	32
o	o	31
e$	e	30
s	s	30
v	v	25
ŋ	ŋ	23
i	i	20
ə	ə	18
^i	i	17
a$	a	16
^a	a	15
ɛ$	ɛ	14
l$	l	14
ɪ	ɪ	14
ᵐb	ⁿb	14
s$	s	13
^l	l	12
ⁿd	ⁿd	11
k	k	11
_	+	10
g	g	10
e	e	9
mʷ	mʷ	9
n$	n	9
β	β	8
o$	o	8
w	w	8
k$	k	8
r$	r	7
f	f	6
ᵐbʷ	ⁿbʷ	6
^ɛ	ɛ	5
^h	h	5
ə$	ə	4
ɔ	ɔ	4
t$	t	4
^t	t	3
ɔ$	ɔ	3
^ⁿd	ⁿd	3
βʷ	βʷ	3
ⁿdʳ	ⁿdʳ	3
ɾ	ɾ	3
ʊ	ʊ	3
p$	p	3
^m	m	3
d	d	3
^s	s	2
vs	v s	2
aː	aː	2
u$	u	2
^w	w	2
^ɳ	ɳ	2
aˑ	aˑ	2
ᵑg	ⁿg	2
rs	r s	2
vʷ	vʷ	2
mᵇ$	ⁿb	2
m$	m	2
tʰ	tʰ	1
ɬ$	ɬ	1
^b	b	1
ɾ$	ɾ	1
rr$	rː	1
lw	lʷ	1
^p	p	1
ɘ	ɘ	1
b	b	1
p	p	1
ks	k s	1
ʙ$	ʙ	1
ns	n s	1
sw	sʷ	1
^ⁿdʳ	ⁿdʳ	1
^f	f	1
ɤ	ɤ	1
ᵑk$	ⁿk	1
æ	æ	1
bʷ	bʷ	1
