Grapheme	IPA	Frequency
a	a	170
a$	a	60
r	r	36
l	l	31
^t	t	30
o	o	29
e	e	28
ə	ə	28
t	t	24
β	β	22
k$	k	22
u	u	21
^m	m	21
^ɸ	ɸ	20
^x	x	20
n	n	19
e$	e	17
m	m	17
^s	s	17
ɣ	ɣ	17
i	i	16
^l	l	15
o$	o	15
^r	r	14
ŋ$	ŋ	13
n$	n	13
ŋ	ŋ	11
s	s	11
ɪ	ɪ	10
r$	r	9
^ᵑɡ	ⁿg	9
l$	l	8
^mʷ	mʷ	8
ⁿd	ⁿd	7
^ᵐb	ⁿb	7
x	x	7
s$	s	7
β$	β	7
t$	t	6
^ⁿd	ⁿd	6
i$	i	6
m$	m	5
u$	u	5
^j	j	5
ᵐb	ⁿb	5
^ᵐbʷ	ⁿbʷ	5
^u	u	5
^ɸʷ	ɸʷ	5
^f	f	5
ᵑɡ	ⁿg	4
mʷ	mʷ	4
^w	w	4
w	w	3
^n	n	3
ɛ$	ɛ	3
k̚$	k̚	3
ᵐbʷ	ⁿbʷ	3
ɐ	ɐ	3
_	+	3
ɛ	ɛ	2
^i	i	2
rs	r s	2
βʷ	βʷ	1
b	b	1
ɪ̥	ɪ̥	1
^e	e	1
j	j	1
x$	x	1
ns$	n s	1
bʷ	bʷ	1
^t̚n	tⁿ	1
k	k	1
i:$	iː	1
ɪ$	ɪ	1
ʊ$	ʊ	1
βʲ	βʲ	1
a:	aː	1
ɡ	g	1
^v	v	1
ɸ	ɸ	1
^ŋ	ŋ	1
ɸʷ	ɸʷ	1
æ	æ	1
ɔ	ɔ	1
ms$	m s	1
