Grapheme	IPA	Frequency
a	a	157
i	i	71
r	r	55
e$	e	52
e	e	46
i$	i	43
u$	u	42
u	u	41
o	o	41
l	l	35
t	t	33
ɣ	ɣ	33
a$	a	32
o$	o	31
n	n	29
^t	t	21
^k	k	20
β	β	20
m	m	20
^m	m	20
^x	x	19
^ɸ	ɸ	19
^h	h	13
ᵑɡ	ⁿg	11
^l	l	11
h	h	11
s	s	10
ᵐb	ⁿb	10
ŋ	ŋ	10
ⁿd	ⁿd	9
^r	r	8
^ŋ	ŋ	7
^ᵑɡʷ	ⁿgʷ	7
^s	s	7
^ᵐb	ⁿb	7
w	w	6
^w	w	6
^ⁿd	ⁿd	6
ᵑɡʷ	ⁿgʷ	5
^n	n	4
^a	a	4
^ŋʷ	ŋʷ	4
^ɣ	ɣ	4
_	+	4
ʊ$	ʊ	3
^ŋʲ	ŋʲ	2
^ᵑɡ	ⁿg	2
^i	i	2
^ᵐbʷ	ⁿbʷ	2
x	x	2
^o	o	2
^u	u	2
^ɸʷ	ɸʷ	2
aiʲ	ai j	1
ɣʷ	ɣʷ	1
d	d	1
ɪ$	ɪ	1
βʷ	βʷ	1
^mʷ	mʷ	1
^kʷ	kʷ	1
^β	β	1
ᵐbʷ	ⁿbʷ	1
mʷ	mʷ	1
ĩ$	ĩ	1
^e	e	1
ɸ	ɸ	1
