Grapheme	IPA	Frequency
a	a	146
^-	NULL	70
-	+	64
i	i	49
m	m	40
u	u	39
o	o	31
ɣ	ɣ	30
^n	n	30
i$	i	29
n$	n	29
r	r	25
s	s	24
ɛ	ɛ	21
e	e	20
v	v	19
r$	r	18
e$	e	17
p	p	15
n	n	15
t	t	14
ʉ$	ʉ	12
k	k	11
m$	m	10
s$	s	10
ᵐb	ⁿb	10
l	l	9
ʧ	tʃ	8
^ᵐb	ⁿb	8
x$	x	8
^ɛ	ɛ	7
ŋ	ŋ	7
ŋ$	ŋ	7
^e	e	6
^x	x	6
ʉ	ʉ	6
^m	m	6
^s	s	5
b	b	5
ⁿdʳ	ⁿdʳ	5
ə	ə	5
ɪ	ɪ	4
o$	o	4
^r	r	4
^v	v	4
β$	β	4
b$	b	4
a$	a	3
ʧ$	tʃ	3
p˺$	p̚	3
^b	b	3
^ɣ	ɣ	3
mʷ	mʷ	3
^l	l	3
w	w	3
ⁿd	ⁿd	3
^p	p	3
t͡ʃ$	tʃ	3
ⁿdʳ$	ⁿdʳ	3
ᵑg	ⁿg	3
^t	t	2
^i	i	2
^ⁿdʳ	ⁿdʳ	2
^a	a	2
^ᵑg	ⁿg	2
vʷ	vʷ	2
l$	l	2
^ʧ	tʃ	2
ɣ$	ɣ	2
ɛ$	ɛ	2
t͡ʃ	tʃ	2
x	x	2
ᵐbʷ	ⁿbʷ	2
ɔ$	ɔ	1
^ʉ	ʉ	1
^ŋ	ŋ	1
^ⁿd	ⁿd	1
^h	h	1
h	h	1
j	j	1
^mʷ	mʷ	1
^k	k	1
u$	u	1
-$	NULL	1
_	+	1
ps	p s	1
ʙ	ʙ	1
t$	t	1
^g	g	1
pʷ	pʷ	1
æ	æ	1
ᵐʙ	ⁿʙ	1
