Grapheme	IPA	Frequency
a	a	133
a$	a	97
u	u	92
i	i	83
l	l	75
n	n	67
r	r	62
o	o	55
m	m	52
^o	o	44
e	e	36
p	p	35
i$	i	33
^m	m	28
k	k	28
j	j	27
^k	k	26
ŋ	ŋ	26
g	g	23
^l	l	22
t	t	22
e$	e	19
s	s	18
^p	p	16
^n	n	15
^s	s	15
u$	u	14
o$	o	13
$	NULL	12
a:	aː	10
^t	t	10
w	w	9
j$	j	8
n᷈a	n a	8
ɛ	ɛ	7
^i	i	7
^j	j	7
_	+	7
^a	a	6
^d	d	5
^w	w	4
ⁿ	ⁿ/n	4
i:$	iː	4
l$	l	4
v	v	3
o:	oː	3
u:	uː	3
mʷ	mʷ	3
ɑ	ɑ	3
n$	n	3
ⁿg	ⁿg	3
e:	eː	2
ŋ$	ŋ	2
^e	e	2
a:$	aː	2
oo	oː	2
h	h	2
^ʋ	ʋ	2
^mw	mʷ	1
ɛ:	ɛː	1
ɔ	ɔ	1
ⁿd	ⁿd	1
ns	n s	1
ᶯ	ɳ	1
p$	p	1
m$	m	1
d	d	1
ms	m s	1
aː	aː	1
^ɔ	ɔ	1
ʰ	h	1
ʰo	h o	1
ⁱ	i	1
kʷ	kʷ	1
ᵐb	ⁿb	1
^ɛ	ɛ	1
^u	u	1
v$	v	1
aʰu	a h u	1
^kʷ	kʷ	1
