Grapheme	IPA	Frequency
a	a	103
-	+	83
i	i	69
^-	NULL	69
ɛ	ɛ	59
l	l	49
o	o	44
u	u	44
n$	n	42
^n	n	36
m	m	35
t	t	32
r	r	21
ʔ$	ʔ	20
s	s	18
n	n	18
l$	l	17
ʔ	ʔ	16
^i	i	15
v	v	15
m$	m	15
e	e	14
ʉ	ʉ	12
i$	i	12
h	h	12
ŋ$	ŋ	12
s$	s	11
e$	e	11
β	β	11
_	+	11
ɪ	ɪ	11
ᵐb	ⁿb	11
t$	t	11
ŋ	ŋ	9
^ᵐb	ⁿb	9
r$	r	9
^k	k	8
^m	m	7
w	w	7
ɾ	ɾ	7
^t	t	7
mʷ	mʷ	6
p$	p	6
u$	u	5
o$	o	5
^a	a	5
^ⁿd	ⁿd	5
^mʷ	mʷ	5
k	k	5
ᵐbʷ	ⁿbʷ	5
h$	h	4
ʃ	ʃ	4
ə	ə	4
œ	œ	3
ᵑg	ⁿg	3
ʊ	ʊ	3
p	p	3
^ɛ	ɛ	2
vʷ	vʷ	2
nh	nʰ	2
^s	s	2
b	b	2
^ᵑg	ⁿg	2
^l	l	2
^v	v	2
^w	w	2
z	z	2
ß	β	2
^u	u	2
^kʰ	kʰ	1
a$	a	1
u͂$	ũ	1
^e$	e	1
^ŋ	ŋ	1
ã$	ã	1
^ᵐbʷ	ⁿbʷ	1
ⁿdʳ	ⁿdʳ	1
š	ʃ	1
nw	nʷ	1
ɾ$	ɾ	1
^ᵐʙ	ⁿʙ	1
š$	ʃ	1
^ɪ	ɪ	1
d	d	1
ɸ$	ɸ	1
ᵐv	ⁿv	1
^e	e	1
bʷ	bʷ	1
