Grapheme	IPA	Frequency
a	a	136
o	o	83
^n	n	79
e	e	78
m	m	49
n	n	44
u	u	41
ɾ	ɾ	36
l	l	36
e$	e	34
i	i	32
x	x	29
b	b	24
-	+	23
s	s	20
t	t	19
n$	n	19
^x	x	19
_	+	16
v	v	15
^s	s	15
c	c	15
ŋ	ŋ	15
a$	a	14
o$	o	14
u$	u	13
x$	x	13
m$	m	12
s$	s	12
^t	t	11
^m	m	10
^l	l	10
ð	ð	10
^ɾ	ɾ	10
ɾ$	ɾ	9
k	k	9
l$	l	9
t$	t	9
i$	i	8
r	r	8
$	NULL	8
k$	k	6
iʲa	i j a	6
w	w	6
ŋ$	ŋ	6
ə	ə	6
f	f	6
^c	c	5
^k	k	5
ɸ$	ɸ	4
^ŋ	ŋ	4
ʲ	j	4
xs	x s	4
^fʷ	fʷ	4
^r	r	3
ɾs	ɾ s	3
^w	w	3
uʷa	u w a	3
^i	i	3
^ⁿd	ⁿd	3
b$	b	3
^v	v	3
^vʷ	vʷ	2
r$	r	2
^ð	ð	2
d	d	2
ɸ̚	ɸ̚	2
fs	f s	2
^e	e	2
mʷ	mʷ	1
^ə	ə	1
ls	l s	1
bs	b s	1
p	p	1
ŋs	ŋ s	1
fʷ	fʷ	1
rs	r s	1
vʷ	vʷ	1
^o	o	1
ɾw	ɾʷ	1
ɸ	ɸ	1
j	j	1
f$	f	1
ks	k s	1
^a	a	1
oʷ	o ʷ/w	1
vs	v s	1
