Grapheme	IPA	Frequency
a	a	175
e	e	148
o	o	143
_	+	109
l	l	100
^n	n	84
-	+	83
ɪ	ɪ	83
m	m	79
^-	NULL	69
t	t	68
i	i	65
u	u	59
v	v	58
n$	n	58
n	n	58
r	r	46
k	k	46
ɛ	ɛ	45
ə	ə	45
s	s	34
t$	t	34
p	p	34
x	x	31
ɣ	ɣ	30
ɾ	ɾ	28
ŋ	ŋ	22
s$	s	21
l$	l	18
k$	k	18
e$	e	17
^l	l	17
w	w	17
^s	s	16
p$	p	16
b	b	15
r$	r	14
c	c	14
^i	i	12
x$	x	12
^p	p	12
m$	m	11
^m	m	11
u$	u	10
^ⁿd	ⁿd	10
a$	a	9
^t	t	9
_ⁿd	+ ⁿd	9
i$	i	7
ʊ	ʊ	7
ɸ$	ɸ	7
f$	f	6
^x	x	6
^ᵐb	ⁿb	6
^w	w	6
o$	o	5
$	NULL	5
^ɾ	ɾ	5
^k	k	4
ŋ$	ŋ	4
^ⁿʒ	ⁿʒ	4
vʷ	vʷ	4
ʃ$	ʃ	4
f	f	4
g	g	4
^e	e	4
ᵐb	ⁿb	3
^h	h	3
mʷ	mʷ	3
ɔ$	ɔ	3
ʧ$	tʃ	3
ʧ	tʃ	3
^r	r	3
ɾ$	ɾ	3
o:	oː	3
^ŋ	ŋ	3
iʲe	i j e	3
^ᵑg	ⁿg	2
ʃ	ʃ	2
t͡ʃ	tʃ	2
t͡ʃ$	tʃ	2
v$	v	2
ɲ	ɲ	2
^o	o	2
uʷa	u w a	2
^c	c	2
oʷ	o ʷ/w	2
tw	tʷ	2
vs	v s	1
^ⁿz	ⁿz	1
ɛ$	ɛ	1
z	z	1
ms	m s	1
æ	æ	1
ʒ	ʒ	1
ŋs	ŋ s	1
^j	j	1
χ	χ	1
ɣʃ	ɣ ʃ	1
h	h	1
nʒ	ⁿʒ	1
ɬ$	ɬ	1
ə$	ə	1
pʷ	pʷ	1
t͡s	ts	1
t͡s$	ts	1
d	d	1
fʷ	fʷ	1
ⁿ	ⁿ/n	1
uʷe	u w e	1
ⁿd	ⁿd	1
bʷ	bʷ	1
^v	v	1
