Grapheme	IPA	Frequency
a	a	295
a$	a	100
o	o	86
r	r	76
e	e	76
n	n	74
i	i	74
u	u	73
t	t	64
l	l	61
_	+	57
β	β	48
^t	t	45
ɣ	ɣ	39
v	v	38
^x	x	28
o$	o	28
^n	n	28
s	s	26
^l	l	25
e$	e	25
^p	p	22
j$	j	21
i$	i	20
m$	m	20
u$	u	19
^m	m	17
t͡ʃ	tʃ	16
p	p	15
j	j	15
^k	k	13
n$	n	13
^s	s	12
^t͡ʃ	tʃ	12
^r	r	11
^β	β	11
s$	s	10
x	x	9
^v	v	9
^i	i	9
^h	h	9
^u	u	8
k	k	8
c	c	7
t$	t	6
^a	a	6
^o	o	5
l$	l	4
w$	w	4
m	m	4
β$	β	4
^c	c	3
^e	e	3
k$	k	2
h	h	2
^aː	aː	2
^ɣ	ɣ	2
p$	p	1
r$	r	1
b	b	1
t͡s	ts	1
x$	x	1
v$	v	1
w	w	1
ᵈr	r
