Grapheme	IPA	Frequency
a	a	182
i	i	79
a$	a	64
i$	i	61
u	u	59
r	r	42
l	l	38
e	e	38
n	n	38
t	t	37
_	+	36
u$	u	36
o	o	35
^x	x	30
o$	o	28
ɣ	ɣ	28
h	h	22
^m	m	20
^f	f	19
e$	e	18
v	v	17
m	m	17
ŋ	ŋ	17
^t	t	17
s	s	13
^a	a	12
f	f	11
^h	h	11
-	+	11
^r	r	11
^k	k	10
^ᵐbʷ	ⁿbʷ	10
^i	i	9
^l	l	9
^n	n	8
d	d	8
mʷ	mʷ	8
x	x	7
β	β	7
b	b	6
ᵐbʷ	ⁿbʷ	6
^mʷ	mʷ	5
ᵑɡ	ⁿg	5
^s	s	5
ɾ	ɾ	4
^ᵐb	ⁿb	4
^u	u	4
^w	w	4
k	k	3
^d	d	3
ᵐb	ⁿb	3
vʷ	vʷ	2
w	w	2
^ɡ	g	2
^bʷ	bʷ	2
βʷ	βʷ	2
^fʷ	fʷ	2
^ᵑɡ	ⁿg	2
^ɸ	ɸ	2
^o	o	2
^ⁿd	ⁿd	2
nh	nʰ	1
_ⁿd	+ ⁿd	1
bʷ	bʷ	1
ɡ	g	1
^ŋ	ŋ	1
^e	e	1
^g	g	1
I$	ɪ	1
hʷ	hʷ	1
