Grapheme	IPA	Frequency
a	a	220
u	u	109
a$	a	102
l	l	88
o	o	88
r	r	75
n	n	65
i	i	63
e	e	55
m	m	47
t	t	45
_	+	44
β	β	43
^m	m	39
k	k	39
v	v	38
^p	p	33
e$	e	33
p	p	31
o$	o	30
s	s	29
^l	l	29
i$	i	28
^s	s	26
^t	t	26
^n	n	23
aː	aː	22
u$	u	21
^r	r	18
^k	k	16
l$	l	15
^β	β	12
^a	a	12
n$	n	11
j$	j	11
^w	w	11
s$	s	10
ɡ	g	9
t$	t	8
j	j	8
^aː	aː	8
^i	i	6
t͡ʃ	tʃ	5
^u	u	5
^t͡ʃ	tʃ	5
uː	uː	5
oː	oː	5
w$	w	4
c	c	4
^c	c	4
ə$	ə	3
ɣ	ɣ	3
m$	m	2
ʏ	ʏ	2
^oː	oː	2
r$	r	2
^f	f	2
ɪ$	ɪ	2
<ᵑ>	?	2
ɟ	ɟ	2
<̥>	?	2
p$	p	2
^e	e	2
βw	βʷ	1
ɪ	ɪ	1
^t̠͡s̠	ts̠	1
t̠͡s̠	ts̠	1
^pʷ	pʷ	1
^ʔ	ʔ	1
ʌ	ʌ	1
^ɸ	ɸ	1
^eː	eː	1
t͡ʃ$	tʃ	1
^v	v	1
^mw	mʷ	1
u̥$	u̥	1
pʷ	pʷ	1
sw	sʷ	1
lw	lʷ	1
^iː	iː	1
rw	rʷ	1
ᵑɡ	ⁿg	1
β$	β	1
ns	n s	1
