Grapheme	IPA	Frequency
^-	NULL	71
-	+	68
a	a	60
ɪ	ɪ	60
o	o	50
ɛ	ɛ	45
n$	n	45
u	u	43
i	i	42
^n	n	40
l	l	39
m	m	37
r	r	34
n	n	24
ɣ	ɣ	22
v	v	18
e	e	17
w	w	16
s$	s	16
t	t	15
p	p	15
_	+	14
s	s	13
r$	r	12
t$	t	10
e$	e	10
ŋ	ŋ	8
i$	i	7
x	x	7
p$	p	7
l$	l	6
k	k	6
a$	a	6
x$	x	6
ə	ə	6
^l	l	6
^ⁿd	ⁿd	6
m$	m	5
mʷ	mʷ	5
t͡s$	ts	5
f$	f	5
h	h	5
ʧ	tʃ	5
u$	u	4
^k	k	4
ɔ$	ɔ	4
^x	x	4
^ᵐb	ⁿb	4
t͡s	ts	4
ɔ	ɔ	4
^r	r	4
ʊ	ʊ	4
ŋ$	ŋ	4
^m	m	3
vs	v s	3
o$	o	3
^ⁿʒ	ⁿʒ	3
v$	v	3
^ᵑg	ⁿg	2
ᵐb	ⁿb	2
pʷ	pʷ	2
ɛ$	ɛ	2
^ⁿt͡s	ⁿts	2
^t	t	2
^w	w	2
^p	p	2
z	z	2
j	j	2
ɸ$	ɸ	2
ɲ	ɲ	2
^ɣ	ɣ	1
^i	i	1
^h	h	1
b	b	1
^s	s	1
kʒ	k ʒ	1
ᵑg	ⁿg	1
ms	m s	1
^ⁿʧ	ⁿtʃ	1
k$	k	1
^b	b	1
d	d	1
g	g	1
ts	ts	1
^ⁿɡ	ⁿg	1
^ᵐbʷ	ⁿbʷ	1
ⁿdʳ	ⁿdʳ	1
rs	r s	1
t͡ʃ	tʃ	1
N$	ŋ	1
lw	lʷ	1
^ⁿd͡ʒ	ⁿdʒ	1
β	β	1
^v	v	1
lʰ$	lʰ	1
